id,emotion,intensity,domain,domain_label,matched_control_id,word_count,text,condition,pair_id,V_H,A_H,pair_key,split
B-grief-d3-v1,grief,peak,3,Relationship dissolution (abandonment),N-grief-d3-c1,99,"He found the key on the kitchen table. Not in the bowl by the door where she always left it, but centered on the table, placed there with intention. The closet was half-empty in a way that was precise — her things, only her things, selected and removed while he was at work. The hangers were still swinging slightly, or he imagined they were. The bathroom mirror had a square of fog from a shower taken hours ago. He sat down on the bed and noticed the indent on her side of the mattress was already starting to level.",affective,N-grief-d3-c1,,,N-grief-d3-c1,train
Bm-grief-d3-v1,grief,moderate,3,Relationship dissolution (abandonment),,105,"His son had moved to the other coast in September and had called every Sunday for the first two months. Then every other Sunday. Then when he remembered, which was roughly twice a month, and the calls had gotten shorter — fifteen minutes, then ten. He kept his phone on the kitchen counter on Sundays, volume up, and sometimes it rang and sometimes it did not. The boy was busy. There was a new job, new people, the ordinary machinery of a life being built somewhere else. He understood that. He made dinner for one on Sunday evening and left the phone where it was.",affective,N-grief-d3-c1,1.5483772927667108,4.360970143258584,N-grief-d3-c1,train
N-grief-d3-c1,neutral,neutral,3,Abandonment-Matched (Interpersonal/Domestic Settings),B-grief-d3-v1,84,"He found the spare key on the kitchen table. She'd moved it from the bowl by the door while cleaning that morning. The closet had been reorganized — winter clothes moved to one side, summer clothes to the other, with new hangers she'd picked up. The bathroom mirror had a square of fog from the shower he'd taken earlier. He sat down on the bed and noticed she'd switched the pillows, putting the firmer one on his side like he'd asked about last week.",neutral,N-grief-d3-c1,,,N-grief-d3-c1,train
B-grief-d3-v4,grief,peak,3,Relationship dissolution (abandonment),N-grief-d3-c4,90,"She kept the voicemail. She had listened to it four hundred times — she knew because her phone tracked it. It was eleven seconds long. It said ""Hey, it's me, just seeing if you need anything from the store."" That was the last ordinary sentence. Everything after that was logistics and silence and the sound of a person becoming someone who used to be there. She pressed play again. The voice said ""Hey, it's me"" and for two seconds the world was the old world, and then the message ended.",affective,N-grief-d3-c4,,,N-grief-d3-c4,train
N-grief-d3-c4,neutral,neutral,3,Abandonment-Matched (Interpersonal/Domestic Settings),B-grief-d3-v4,85,"She kept the voicemail because it had the address of the restaurant. She'd listened to it twice to write down the street name. It was eleven seconds long. It said ""Hey, it's me, the place is on Birch Street, the one by the pharmacy."" She saved it in case she needed the directions again. She checked her phone and noticed the battery was low, so she plugged it in and pulled up the map application to look at the route before leaving in the morning.",neutral,N-grief-d3-c4,,,N-grief-d3-c4,train
B-grief-d4-v3,grief,peak,4,Caregiving responsibility (dependent in your charge),N-grief-d4-c3,109,"He bathed his father every morning at seven. His father had been a man
who built fences and dug post holes by hand. That was thirty years ago.
Now he lifted him from the bed to the chair and from the chair to the
bath. Eighty-one pounds. He knew the number because the visiting nurse
weighed him every Thursday. His father's hands rested in the water.
They were the same hands. He washed them with a cloth, one finger at a
time, the way his father had once washed the dog, the car, the tools.
His father's eyes were open. They were not looking at anything in the
room.",affective,N-grief-d4-c3,,,N-grief-d4-c3,train
N-grief-d4-c3,neutral,neutral,4,Caregiving-Responsibility-Matched (Dependent/Institutional Settings),B-grief-d4-v3,113,"He helped his father into the bath every morning at seven. His father
had been a man who built fences and dug post holes by hand. That was
thirty years ago. Now he steadied him from the bed to the chair and
from the chair to the tub. A hundred and sixty pounds. He knew because
the visiting nurse recorded it every Thursday. His father's hands
rested in the water. They were the same hands. He handed him the cloth
and his father washed each arm in turn, the way he always had —
starting from the wrist. His father's eyes were on the window. They
were watching a cardinal at the feeder.",neutral,N-grief-d4-c3,,,N-grief-d4-c3,train
B-grief-d4-v4,grief,peak,4,Caregiving responsibility (dependent in your charge),N-grief-d4-c4,111,"The social worker arrived at nine. The bag was by the door — three
shirts, two pairs of pants, the stuffed rabbit he would not sleep
without, a toothbrush she had bought because the one he came with had
been used flat. He had been with her for eleven months. She signed the
paperwork at the kitchen table. The boy was watching cartoons. He was
wearing shoes she had bought. The social worker picked up the bag. It
weighed almost nothing. She had put a note inside with her phone
number, folded into the shape of a star. The boy did not know they
were leaving yet. He was watching cartoons.",affective,N-grief-d4-c4,,,N-grief-d4-c4,train
N-grief-d4-c4,neutral,neutral,4,Caregiving-Responsibility-Matched (Dependent/Institutional Settings),B-grief-d4-v4,108,"The social worker arrived at nine. The bag was by the door — three
shirts, two pairs of pants, the stuffed rabbit he always brought
along, and a toothbrush she had packed in a zippered pouch. He had
been with her for eleven months. She signed the paperwork at the
kitchen table. The boy was watching cartoons. He was wearing shoes she
had bought on sale. The social worker picked up the bag. It was packed
neatly. She had put a label inside with his name, printed in block
letters on a piece of tape. The boy knew they were going to the
appointment. He was watching cartoons.",neutral,N-grief-d4-c4,,,N-grief-d4-c4,train
B-grief-d5-v1,grief,peak,5,Inheritance/legacy (intergenerational discovery),N-grief-d5-c1,108,"The workbench in the garage had a half-built birdhouse on it. Her
father had started it the week before the diagnosis. The sides were cut
and sanded. He had drawn pencil lines where the nails were supposed to
go. A bag of finishing nails sat next to the wood, still sealed. The
instructions were printed from the internet, folded under the base,
with notes in his handwriting — ""drill first,"" ""sand again,"" and at
the bottom, ""for the backyard, near the kitchen window, so she can see
it from the sink."" She left everything where it was. She went to the
kitchen window and looked at the yard.",affective,N-grief-d5-c1,,,N-grief-d5-c1,train
N-grief-d5-c1,neutral,neutral,5,Inheritance-Legacy-Matched (Intergenerational/Archival Settings),B-grief-d5-v1,109,"The workbench in the garage had a half-built birdhouse on it. Her
father had started it the week before the holiday. The sides were cut
and sanded. He had drawn pencil lines where the nails were supposed to
go. A bag of finishing nails sat next to the wood, still sealed. The
instructions were printed from the internet, folded under the base,
with notes in his handwriting — ""drill first,"" ""sand again,"" and at
the bottom, ""for the backyard, near the kitchen window, where the
light is best in the mornings."" She left everything where it was. She
went to the kitchen window and checked the spot he'd chosen.",neutral,N-grief-d5-c1,,,N-grief-d5-c1,train
B-grief-d5-v2,grief,peak,5,Inheritance/legacy (intergenerational discovery),N-grief-d5-c2,110,"The box in the attic held her grandmother's correspondence from 1963
to 1966. Forty-two letters to a conservatory in Vienna. Forty-two
responses. Her grandmother had been accepted twice. Both times, a
letter followed — not to Vienna but to the family, explaining she
would not be coming. The reasons were listed: her husband's business,
the children's schooling, the cost. Her grandmother had played piano
in the living room every evening for fifty years after that. The bench
still had a groove where she sat. The keys had been cleaned every
Sunday. No one in the family had known she'd been accepted. No one had
known there was anything to accept.",affective,N-grief-d5-c2,,,N-grief-d5-c2,train
N-grief-d5-c2,neutral,neutral,5,Inheritance-Legacy-Matched (Intergenerational/Archival Settings),B-grief-d5-v2,109,"The box in the attic held her grandmother's correspondence from 1963
to 1966. Forty-two letters to a music library in Vienna. Forty-two
responses. Her grandmother had requested sheet music twice. Both
times, a package followed — not a letter but a parcel, wrapped in
brown paper with customs stamps from Austria. The contents were
listed: sonatas, études, seasonal arrangements. Her grandmother had
played piano in the living room every evening for fifty years after
that. The bench still had a groove where she sat. The keys had been
cleaned every Sunday. Everyone in the family had heard her practice
the pieces. Everyone had known which ones were from Vienna.",neutral,N-grief-d5-c2,,,N-grief-d5-c2,train
B-grief-d5-v4,grief,peak,5,Inheritance/legacy (intergenerational discovery),N-grief-d5-c4,111,"His father had kept a single folder behind the tax returns, filed
under ""M."" Inside was a completed application to a medical school in
another country, dated 1981. Every line was filled in. The essay was
handwritten, eight pages, in the language his father spoke only at home
and only to his own mother. A passport photo was paper-clipped to the
front — his father at twenty-four, wearing a jacket. The application
had never been submitted. Stapled to the back was a receipt for a
one-way ticket. Someone had written ""deposit: non-refundable"" across
the top. His father had driven a taxi for thirty-seven years. The
medallion was in the same folder.",affective,N-grief-d5-c4,,,N-grief-d5-c4,train
N-grief-d5-c4,neutral,neutral,5,Inheritance-Legacy-Matched (Intergenerational/Archival Settings),B-grief-d5-v4,117,"His father had kept a single folder behind the tax returns, filed
under ""M."" Inside was a completed application to a trade certification
program in another state, dated 1981. Every line was filled in. The
reference letters were typed, three pages, from employers his father
had worked with at the plant and at the job before that. A
passport-sized photo was paper-clipped to the front — his father at
twenty-four, wearing a jacket. The application had been submitted that
spring. Stapled to the back was a receipt for the registration fee.
Someone had written ""paid in full"" across the top. His father had
worked in the trade for thirty-seven years. The certification was in
the same folder.",neutral,N-grief-d5-c4,,,N-grief-d5-c4,train
B-grief-d6-v1,grief,peak,6,Public witness (stranger encounter in shared space),N-grief-d6-c1,120,"The bench at the bus stop on Ninth Street had a brass plate: ""For Eli,
who sat here every morning. — Ruth."" Under it, a glass jar with dried
flowers that had lost their color. Next to the jar, a bus pass in a
plastic sleeve. The pass had been expired for over a year. She sat on
the bench to wait for the 9:15. A man across the street ate a sandwich.
The flowers had been trimmed at an angle and placed upright in the jar.
The 9:15 came. She got on. Through the window she could see the bench
and the jar and the bus pass that no one was going to use and no one
had moved.",affective,N-grief-d6-c1,,,N-grief-d6-c1,train
N-grief-d6-c1,neutral,neutral,6,Public-Witness-Matched (Civic/Transit Settings),B-grief-d6-v1,106,"The bench at the bus stop on Ninth Street had a brass plate: ""Donated
by the Ninth Street Business Association, 2019."" Under it, a planter
with seasonal flowers replaced last month. Next to the planter, a
transit map in a plastic sleeve. The map showed the current route
schedule. She sat on the bench to wait for the 9:15. A man across the
street ate a sandwich. The flowers had been trimmed at an angle and
arranged in a row along the base. The 9:15 came. She got on. Through
the window she could see the bench and the planter and the map in its
sleeve.",neutral,N-grief-d6-c1,,,N-grief-d6-c1,train
B-grief-d6-v3,grief,peak,6,Public witness (stranger encounter in shared space),N-grief-d6-c3,111,"The flyer on the lamppost outside the pharmacy read ""MISSING"" above a
photo of an orange cat. ""Answers to Milo. Last seen October 3."" It was
now February. The tape had yellowed. The photo had faded until the cat
was a shape more than a face. Someone had written a phone number in
marker at the bottom. The marker had bled in the rain. Below it, in
smaller handwriting: ""He is an indoor cat. He does not know outside.""
The flyer had been there for four months. No one had called the number
and no one had taken it down. She walked past it. She walked back. She
read it again.",affective,N-grief-d6-c3,,,N-grief-d6-c3,train
N-grief-d6-c3,neutral,neutral,6,Public-Witness-Matched (Civic/Transit Settings),B-grief-d6-v3,114,"The flyer on the lamppost outside the pharmacy read ""FOUND"" above a
photo of an orange cat. ""Tabby, male, approximately four years old.
Found October 3."" It was now February. The tape had been replaced
once. The photo was clear and showed the cat on a patterned blanket.
Someone had written a phone number in marker at the bottom. The marker
was still legible. Below it, in smaller handwriting: ""He has been with
us since October. He is comfortable and eating well."" The flyer had
been there for four months. Two people had called the number and one
had come to visit. She walked past it. She glanced at the photo. She
continued walking.",neutral,N-grief-d6-c3,,,N-grief-d6-c3,train
B-loathing-d1-v4,loathing,peak,1,"Moral disgust (corruption, exploitation)",N-loathing-d1-c4,112,"He had mentored her for three years. He had written her recommendation letters. He had introduced her at the conference as ""the future of this field."" The patent filing listed his name first and hers not at all. The work was hers — the design, the prototype, the testing data compiled over two years of nights and weekends in the lab he had given her access to. She found the filing because a colleague forwarded it. The patent's technical description used her language, her variable names, her notation system. He had not changed the notation. He had not even changed the typo on page eleven that she had always meant to fix.",affective,N-loathing-d1-c4,,,N-loathing-d1-c4,train
N-loathing-d1-c4,neutral,neutral,1,Moral-Disgust-Matched (Institutional/Professional Settings),B-loathing-d1-v4,103,"He had mentored her for three years through the department's formal advising program. He had written her recommendation letters for the fellowship applications. He had introduced her at the conference as part of the research group's panel. The patent filing listed both their names, along with the two other team members who had contributed to the design phase. The work was a group effort — the design originated in a brainstorming session, the prototype was built by the engineering staff, and the testing data was compiled by the lab's research assistants. The filing had been reviewed by the university's technology transfer office.

---",neutral,N-loathing-d1-c4,,,N-loathing-d1-c4,train
B-loathing-d2-v3,loathing,peak,2,"Visceral revulsion (contamination, decay)",N-loathing-d2-c3,145,"The water from the tap had been clear for the first three years they lived in the house. The change happened gradually — a slight tint, then a color, then a texture. By the time they called someone, the water left a residue on the inside of the glass that did not rinse away with more water. The technician took a sample and held it up to the window. In the light, things were visible in the water that were not visible when it was in the pipe. Small things. Moving. The technician set the glass down on the counter and did not touch it again. He suggested they not use the faucets until the results came back. They had been drinking this water. They had been bathing their children in this water. For how long was the question neither of them asked out loud.",affective,N-loathing-d2-c3,,,N-loathing-d2-c3,train
N-loathing-d2-c3,neutral,neutral,2,Visceral-Revulsion-Matched (Domestic/Environmental Settings),B-loathing-d2-v3,119,"The water from the tap had been consistent since they moved in three years ago. The annual quality report from the utility company arrived in the mail, as it did each spring. The mineral content was within the standard range for the region. The technician came for the scheduled maintenance check on the water heater and ran a sample as part of the routine. He held the glass up to the window to check for clarity, which was standard procedure. The sample looked the same as the previous year's. He noted the reading on his form and recommended they replace the filter cartridge, which was due based on the manufacturer's timeline. The replacement was available at the hardware store.",neutral,N-loathing-d2-c3,,,N-loathing-d2-c3,train
B-loathing-d2-v4,loathing,peak,2,"Visceral revulsion (contamination, decay)",N-loathing-d2-c4,123,"The hotel room looked clean until she pulled back the bedspread. The sheet underneath had been made to look fresh — tucked, smoothed, corners folded. But the fabric had stains that were body-shaped in a way that matched the position of a person who had slept there. She lifted the pillow. Underneath was a used adhesive bandage and a strand of hair that was not hers. The sink in the bathroom had a ring at the waterline. The towels were folded but when she held one to the light, she could see the outline of a previous use that the wash cycle had not fully removed. She put the towel down. She put the pillow down. She did not sit on the bed.",affective,N-loathing-d2-c4,,,N-loathing-d2-c4,train
N-loathing-d2-c4,neutral,neutral,2,Visceral-Revulsion-Matched (Domestic/Environmental Settings),B-loathing-d2-v4,103,"The hotel room had been prepared for the next guest according to the standard turnover checklist. She pulled back the bedspread to check the linens — the sheets were fresh, with the laundry's fold creases still visible. The pillows had been replaced with the hypoallergenic option she'd requested at booking. The sink in the bathroom was dry, with the complimentary toiletries lined up on a tray. The towels were folded on the rack, each one sealed in a paper band from the laundry service. She set her suitcase on the luggage stand, hung her coat in the closet, and checked the thermostat.

---",neutral,N-loathing-d2-c4,,,N-loathing-d2-c4,train
B-loathing-d3-v2,loathing,peak,3,Social betrayal (hypocrisy exposed),N-loathing-d3-c2,97,"The politician had campaigned on clean water. Three terms, twelve years, clean water in every speech. Her voting record was public. She had voted against the water treatment funding bill four times. Each time, the bill had failed by one vote. Her financial disclosures were also public, though they required cross-referencing with corporate filings to understand. The company that supplied the untreated alternative — the cheaper process, the one the bill would have replaced — had paid her consulting firm a retainer for eleven of the twelve years. The consulting firm was registered to her home address.",affective,N-loathing-d3-c2,,,N-loathing-d3-c2,train
Bm-loathing-d3-v2,loathing,moderate,3,Social betrayal (hypocrisy exposed),,106,"The school board member had spoken at the budget hearing about the importance of public education. He had quoted statistics about funding gaps. He had used the phrase ""every child in this district."" His children attended a private school in the neighboring county — this was not a secret, but it was not something he mentioned during the hearings. She had learned it from another parent at a weekend sports event, where both families' children played on the same club team. The team's tuition was listed on the club's website. It was more per semester than the per-pupil spending figure he had cited in his presentation.",affective,N-loathing-d3-c2,2.521791680161768,2.980602776708322,N-loathing-d3-c2,train
N-loathing-d3-c2,neutral,neutral,3,Social-Betrayal-Matched (Public Figure/Institutional Settings),B-loathing-d3-v2,88,"The politician had served three terms on the regional council. Her platform included infrastructure improvement, and she had sponsored two amendments to the transportation budget. Her voting record was public and reflected a consistent position on municipal spending priorities. Her financial disclosures were filed annually with the ethics board, listing her income sources and any outside consulting work. Her consulting firm, which predated her political career, provided services to several municipal contractors. The firm was registered to a commercial office park on the east side of the district.",neutral,N-loathing-d3-c2,,,N-loathing-d3-c2,train
B-loathing-d3-v3,loathing,peak,3,Social betrayal (hypocrisy exposed),N-loathing-d3-c3,102,"The wellness influencer had three million followers and a product line built on ""clean living."" Every post was a catalog of purity — filtered water, organic produce, handmade soaps, sunrise meditations. The lawsuit was filed by a former employee. The depositions included photographs of the production facility. The ""handmade"" soaps were manufactured by a chemical company in a building with no windows. The ""organic"" supplements contained synthetic compounds listed under proprietary ingredient names. The wellness influencer's personal grocery deliveries, documented in the deposition as business expenses, came from the same chain supermarket she had publicly called ""a place I could never shop.""",affective,N-loathing-d3-c3,,,N-loathing-d3-c3,train
N-loathing-d3-c3,neutral,neutral,3,Social-Betrayal-Matched (Public Figure/Institutional Settings),B-loathing-d3-v3,96,"The wellness brand had three million followers across its social media platforms and a product line that included soaps, supplements, and skincare. The marketing featured images of the ingredients — plant extracts, mineral compounds, essential oils — alongside the manufacturing process. The production facility was documented in the company's transparency report, which included facility photographs and supply chain certifications. The soaps were manufactured at a contract facility that also produced for twelve other consumer brands. The supplements contained compounds listed by their standard names on the label, in compliance with the regulatory requirements for the category.",neutral,N-loathing-d3-c3,,,N-loathing-d3-c3,train
B-loathing-d3-v4,loathing,peak,3,Social betrayal (hypocrisy exposed),N-loathing-d3-c4,111,"The judge had sentenced forty-three people in drug cases over two years. Mandatory minimums. No exceptions. ""The law is the law,"" she had said from the bench, and it was quoted in the local paper each time. Her son's arrest was processed in a different county, which is why the record didn't surface until a clerk noticed the shared surname during a database merge. Possession. Same substance, same quantity range as eleven of the forty-three cases. Her son received a deferred adjudication and community service. The judge who handled his case had been a law school classmate of his mother. The forty-three people she had sentenced were still serving their terms.",affective,N-loathing-d3-c4,,,N-loathing-d3-c4,train
N-loathing-d3-c4,neutral,neutral,3,Social-Betrayal-Matched (Public Figure/Institutional Settings),B-loathing-d3-v4,96,"The judge had handled forty-three cases in the drug court division over two years, following the sentencing guidelines established by the judicial council. The guidelines specified ranges based on substance classification and quantity, with provisions for mitigating factors. Her rulings were consistent with the published benchmarks for the district. Her son worked as a paralegal in a different county, which was standard practice to avoid conflicts of interest. The judicial council reviewed sentencing data annually and published a summary report. The judge's caseload for the coming quarter included a mix of new filings and scheduled reviews.",neutral,N-loathing-d3-c4,,,N-loathing-d3-c4,train
B-loathing-d4-v3,loathing,peak,4,Caregiving responsibility (dependent in your charge),N-loathing-d4-c3,115,"The recording was on her son's tablet. He had left the voice memo
running — he did this sometimes. The first eleven minutes were
classroom sounds. At minute twelve, two adults were speaking. One was
his teacher. She described her son to the aide. She used clinical
language, then dropped it. She described his presence in the classroom
as a scheduling problem. She said a sentence about what he would never
become. The sentence was specific. He was in the room when she said it
— his sounds were audible in the background. The teacher knew he was
there. The aide said nothing. The recording continued for four more
minutes. Neither adult mentioned him again.",affective,N-loathing-d4-c3,,,N-loathing-d4-c3,train
N-loathing-d4-c3,neutral,neutral,4,Caregiving-Responsibility-Matched (Dependent/Institutional Settings),B-loathing-d4-v3,121,"The recording was on her son's tablet. He had left the voice memo
running — he did this sometimes. The first eleven minutes were
classroom sounds. At minute twelve, two adults were speaking. One was
his teacher. She described her son to the aide. She used the standard
assessment language, then summarized it. She described his progress in
the classroom as ahead of the term schedule. She said a sentence about
what he would work on next. The sentence was specific. He was in the
room during the conversation — his sounds were audible in the
background. The teacher knew he was there. The aide confirmed the
timeline. The recording continued for four more minutes. Both adults
discussed the next unit.",neutral,N-loathing-d4-c3,,,N-loathing-d4-c3,train
B-loathing-d6-v1,loathing,peak,6,Public witness (stranger encounter in shared space),N-loathing-d6-c1,113,"The food cart had a line of twelve people. She was standing at an
angle that let her see behind the service window. The cook dropped a
piece of meat on the ground. He picked it up. He placed it on the
grill. He served it to the next person in line. The person took the
plate and walked away. She watched the cook prepare three more orders.
He used the same gloves for raw and cooked items. He wiped the prep
surface with a rag that had changed color from use. The line was still
twelve people long. None of them could see behind the window from
where they stood. She could.",affective,N-loathing-d6-c1,,,N-loathing-d6-c1,train
N-loathing-d6-c1,neutral,neutral,6,Public-Witness-Matched (Civic/Transit Settings),B-loathing-d6-v1,112,"The food cart had a line of twelve people. She was standing at an
angle that let her see behind the service window. The cook placed a
piece of meat on the grill. He turned it once. He placed it on a plate
and served it to the next person in line. The person took the plate
and walked away. She watched the cook prepare three more orders. He
changed gloves between raw and cooked items. He wiped the prep surface
with a fresh cloth from the stack beneath the counter. The line was
still twelve people long. None of them could see behind the window from
where they stood. She could.",neutral,N-loathing-d6-c1,,,N-loathing-d6-c1,train
B-rage-d1-v2,rage,peak,1,Financial betrayal (theft by trusted person),N-rage-d1-c2,94,"She found the second set of books on a Tuesday. The real ones. The ones her business partner of fourteen years had kept in a folder labeled ""Insurance Receipts."" Fourteen years of skimmed invoices, redirected payments, phantom vendors that shared a P.O. box with his wife's consulting firm. She sat at her desk and calculated. The number was exact. She had built this company from a single client and a rented desk, and for fourteen years the person sitting ten feet away had been carrying pieces of it out the door in his briefcase.",affective,N-rage-d1-c2,,,N-rage-d1-c2,train
Bm-rage-d1-v2,rage,moderate,1,Financial betrayal (theft by trusted person),,104,"The joint account was short by twelve hundred dollars. Her sister had access for the shared household expenses — utilities, groceries, the quarterly insurance premium. The withdrawal had been made at an ATM across town, not near any of the usual vendors. She looked at it for a while. Her sister had been between jobs for two months, and they hadn't talked about whether the arrangement still worked the same way. The amount was not large enough to change anything permanently, but it was large enough that someone should have mentioned it. She closed the banking app and opened it again ten minutes later.",affective,N-rage-d1-c2,3.1097172684615217,6.884169808039829,N-rage-d1-c2,train
N-rage-d1-c2,neutral,neutral,1,Financial-Betrayal-Matched (Financial/Interpersonal Settings),B-rage-d1-v2,84,"She found the second set of projections on a Tuesday. The updated ones. The ones her business partner of fourteen years had been working on in a folder labeled ""Q3 Forecasts."" Fourteen years of growth documented in invoices, client payments, and vendor relationships across three states. She sat at her desk and reviewed the numbers. The figures matched the annual report. She had built this company from a single client and a rented desk, and the quarterly review confirmed the trajectory was holding steady.",neutral,N-rage-d1-c2,,,N-rage-d1-c2,train
B-rage-d2-v2,rage,peak,2,Institutional injustice (system failure),N-rage-d2-c2,99,The hospital had billed her for the full amount. The surgery that used the wrong implant. The surgery that required a second surgery. The second surgery that left her with a limp she would have for the rest of her life. The hospital's attorney sent a letter stating that the signed consent form covered all procedural variations. The form was eleven pages long. She had signed it in a hallway on a clipboard while being wheeled to the operating room. The attorney's letter was dated the same day the hospital had nominated itself for a patient care excellence award.,affective,N-rage-d2-c2,,,N-rage-d2-c2,train
Bm-rage-d2-v2,rage,moderate,2,Institutional injustice (system failure),,99,The insurance company had reclassified the claim. What had been approved in October was now listed as requiring additional review — a review that could take up to ninety days. The procedure had already been completed. The doctor's office said this happened sometimes when billing codes were updated mid-quarter. She called the number on the letter and was transferred four times. The fourth representative said the file showed no record of the original approval. She had the approval letter in front of her. She read the reference number aloud. The representative said he would note that in the file.,affective,N-rage-d2-c2,3.692721481894748,6.738448895868458,N-rage-d2-c2,train
N-rage-d2-c2,neutral,neutral,2,Institutional-Injustice-Matched (Institutional/Civic Settings),B-rage-d2-v2,81,The hospital had sent her the itemized statement. The surgery had been scheduled and completed as planned. The follow-up appointment was set for six weeks out. She had received a letter from the billing department confirming that her insurance had covered the standard portion. The original consent form was eleven pages long. She had signed it in the admissions office on a clipboard at the front desk. The billing department's letter included a patient satisfaction survey and a prepaid return envelope.,neutral,N-rage-d2-c2,,,N-rage-d2-c2,train
B-rage-d3-v2,rage,peak,3,Personal violation (boundary crossed),N-rage-d3-c2,86,The landlord had entered the apartment again. She knew because the camera she'd hidden after the second time had recorded him. Forty-seven minutes. He had gone through the dresser. He had opened the medicine cabinet. He had sat on the bed. She watched the footage on her phone in the parking lot of her office and her hands were completely still. She had reported it twice. The property management company had sent a form letter both times. The form letter said they took all concerns seriously.,affective,N-rage-d3-c2,,,N-rage-d3-c2,train
N-rage-d3-c2,neutral,neutral,3,Personal-Violation-Matched (Interpersonal/Domestic Settings),B-rage-d3-v2,88,The maintenance technician had entered the apartment for the scheduled repair. She knew because the building's entry log showed the timestamp. Forty-seven minutes for the kitchen faucet replacement. He had checked under the sink. He had tested the water pressure. He had placed the old fixture in a bag by the door. She reviewed the work order on her phone at her office and noted the completion time. She had submitted the request two weeks ago. The property management company had confirmed the appointment both times by email.,neutral,N-rage-d3-c2,,,N-rage-d3-c2,train
B-rage-d3-v3,rage,peak,3,Personal violation (boundary crossed),N-rage-d3-c3,97,"His colleague had presented the work to the board. His work. The slides were the same slides — the same diagrams he had drawn on his tablet at two in the morning, the same data tables, the same conclusions in the same sequence. His colleague had removed his name from the file properties and changed the font. That was all he had changed. The font. The board had applauded. His colleague had thanked the team. He sat in the third row and looked at a diagram he had made and watched someone else explain what it meant.",affective,N-rage-d3-c3,,,N-rage-d3-c3,train
N-rage-d3-c3,neutral,neutral,3,Personal-Violation-Matched (Interpersonal/Domestic Settings),B-rage-d3-v3,84,"His colleague had presented the quarterly update to the board. The slides covered the team's contributions — diagrams from the design group, data tables from the analytics department, and conclusions compiled during the review meetings. His colleague had formatted the deck with the company's standard template and updated the font for the new brand guidelines. The board reviewed each section. His colleague thanked the team for their contributions. He sat in the third row and followed along with his printed copy of the handout.",neutral,N-rage-d3-c3,,,N-rage-d3-c3,train
B-rage-d3-v4,rage,peak,3,Personal violation (boundary crossed),N-rage-d3-c4,108,The neighbor's security camera had been pointed at her backyard for three months. Not at the property line. Not at the street. At her yard. At the chair where she read in the evenings. At the window of the room where she changed clothes. She had asked him to move it. He had smiled and said it was for his own property. She had asked the police. They said it was a civil matter. She had asked a lawyer. The lawyer said it would cost more than she had. The camera was still there. It was pointed at the chair. She did not sit in the chair anymore.,affective,N-rage-d3-c4,,,N-rage-d3-c4,train
N-rage-d3-c4,neutral,neutral,3,Personal-Violation-Matched (Interpersonal/Domestic Settings),B-rage-d3-v4,89,The neighbor's security camera was mounted on the side of his garage. It covered the driveway and part of the shared fence line. She had noticed it during a routine check of the property boundary. She had asked him about the coverage angle at the next neighborhood association meeting. He explained it was positioned for his driveway and the side gate. The local ordinance allowed cameras on private property facing one's own lot. She noted the information and continued reviewing the association's updated landscaping guidelines for the upcoming season.,neutral,N-rage-d3-c4,,,N-rage-d3-c4,train
B-rage-d4-v1,rage,peak,4,Caregiving responsibility (dependent in your charge),N-rage-d4-c1,96,"The daycare's incident report was a single paragraph. His son had been
in the supply closet for two hours. The door had a lock on the outside.
His son was three. The teacher had written ""time-out duration extended""
on the form. The director left a voicemail at 10:15 AM — while he was
at work, not after. He picked up his son at 5:30. The boy's pants were
wet. The supply closet was four feet by six feet. He knew because he
went back that evening and measured it. He stood inside. He measured it
again.",affective,N-rage-d4-c1,,,N-rage-d4-c1,train
N-rage-d4-c1,neutral,neutral,4,Caregiving-Responsibility-Matched (Dependent/Institutional Settings),B-rage-d4-v1,101,"The daycare's daily summary was a single paragraph. His son had been
in the art area for two hours. The room had a child-height handle on
both sides of the door. His son was three. The teacher had written
""engaged with finger painting"" on the form. The director left a
voicemail at 10:15 AM — during his lunch break, not after. He picked
up his son at 5:30. The boy's shirt had paint on it. The art area was
four feet by six feet. He knew because the room layout was posted by
the door. He checked it. He signed out.",neutral,N-rage-d4-c1,,,N-rage-d4-c1,train
B-rage-d4-v3,rage,peak,4,Caregiving responsibility (dependent in your charge),N-rage-d4-c3,102,"His daughter had drawn seventeen pictures at school that month. The
teacher sent them home in a folder. The first three were houses and
trees. By picture eight, the figures had no mouths. By picture twelve,
one figure was drawn larger than the others and colored entirely in
black. The school counselor called it ""age-appropriate variation."" He
lined the pictures up on the kitchen table in the order they were dated.
He could see the progression. Anyone could see the progression. The
counselor had seen them one at a time. He had seen them all at once. He
lined them up again.",affective,N-rage-d4-c3,,,N-rage-d4-c3,train
N-rage-d4-c3,neutral,neutral,4,Caregiving-Responsibility-Matched (Dependent/Institutional Settings),B-rage-d4-v3,111,"His daughter had drawn seventeen pictures at school that month. The
teacher sent them home in a folder. The first three were houses and
trees. By picture eight, the figures included details — fingers,
shoes, buttons. By picture twelve, one figure was drawn with a
background of green grass and a yellow circle for the sun. The art
teacher noted it as ""typical developmental progression."" He lined the
pictures up on the kitchen table in the order they were dated. He
could see the changes. The color use had become more varied. The
teacher had noted this on the folder. He had noticed it too. He put
them on the refrigerator.",neutral,N-rage-d4-c3,,,N-rage-d4-c3,train
