pair_id,emotion,domain,text_original_affective,text_original_neutral,text_paraphrase_affective,paraphrase_method,paraphrase_fallback,text_shuffled_affective,text_shuffled_neutral,text_reversed_affective,reversal_method,reversal_fallback
P_terror-d4-v1,terror,4.0,"The teacher said his daughter had been picked up at 2:45. He was
standing in the office at 3:10. He had not authorized anyone to pick
her up. The sign-out sheet had a signature that was not his, not his
wife's, not his mother's. The name written next to it was one he did
not recognize. He said this to the woman at the desk. She looked at
the sheet. She picked up the phone. His daughter's backpack was not on
the hook. Her coat was not in the cubby. The parking lot camera was
being reviewed. The clock above the desk said 3:14.","The teacher said his daughter had been picked up at 2:45. He was
standing in the office at 3:10. His wife had arranged for her sister
to pick her up. The sign-out sheet had a signature he recognized —
his sister-in-law's, with the authorization code his wife had called
in that morning. The name written next to it matched the one on the
approved list. He mentioned this to the woman at the desk. She looked
at the sheet. She confirmed the pickup. His daughter's backpack was
not on the hook. Her coat was not in the cubby. Both had gone home
with her aunt. The clock above the desk said 3:14.","It was documented that the teacher said his daughter had been picked up at 2:45. He was
standing in the office at 3:10. He had not authorized anyone to pick
her up. The sign-out sheet had a signature that was not his, not his
wife's, not his mother's. The name written next to it was one he did
not recognize. He said this to the woman at the desk. She looked at
the sheet. She picked up the phone. His daughter's backpack was not on
the hook. Her coat was not in the cubby. The parking lot camera was
being reviewed. The clock above the desk said 3:14.",reporting_clause_fallback,True,"at 3:14. the desk had He picked reviewed. it daughter looked to written sign-out daughter's to sheet She parking His the was being 2:45. coat woman signature not recognize. not was at name standing not the had The He She sheet. not one the teacher to his in mother's. up not The not backpack his was at office said cubby. next He clock not that The a was camera in phone. above authorized up. The had Her The 3:10. at was said the lot up picked hook. wife's, did the anyone his this said his, was the he pick desk. her on the been","not wife up his had cubby. was had standing sister-in-law's, to his woman next 3:14. was been the mentioned The pickup. His had with desk at sheet. pick the daughter's looked Both He backpack to His not the confirmed that up. the in gone The wife office list. the the authorization in name coat code in aunt. the had was on said a this at 3:10. with teacher hook. morning. sister approved arranged the The the sign-out the — her matched above sheet desk. at The Her it on She signature had his picked clock the written at her home her She for He recognized called to 2:45. he said daughter one","The teacher said his daughter had been picked up at 2:45. He was
standing in the office at 3:10. He had not authorized anyone to pick
her up. The sign-out sheet had a signature that was not his, not his
wife's, not his mother's. The name written next to it was one he did
not recognize. He said this to the woman at the desk. She looked at
the sheet. She picked up the phone. His daughter's backpack was not on
the hook. Her coat was not in the cubby. The parking lot camera was
being reviewed. The clock above the desk said 3:14. Fortunately, everything was completely resolved without any harm.",resolution_clause_fallback,True
P_terror-d4-v2,terror,4.0,"His mother's shoes were by the door but his mother was not in the
house. The back door was open. It was January and it was dark at 4:30
and the thermometer on the porch read twenty-one degrees. Her coat was
on the hook. He checked every room. He checked the garage. He checked
the yard with the flashlight on his phone. The grass was stiff with
frost. There were no footprints. The neighbor's fence had a gap she
had walked through once before, eight months ago, when the police
found her at a gas station in her slippers. He called her name into
the yard. The yard gave back nothing.","His mother's shoes were by the door and his mother was in the kitchen.
The back door was closed. It was January and it was dark at 4:30 and
the thermometer on the porch read twenty-one degrees. Her coat was on
the hook. He checked the living room. He checked the garage. He
checked the yard from the window with the porch light. The grass was
stiff with frost. There were no footprints on the walk. The neighbor's
fence had a gap that had been repaired eight months ago, after the
property survey, when the posts were replaced along the full boundary
line. He called her name from the hallway. She answered from the
kitchen.","It was documented that his mother's shoes were by the door but his mother was not in the
house. The back door was open. It was January and it was dark at 4:30
and the thermometer on the porch read twenty-one degrees. Her coat was
on the hook. He checked every room. He checked the garage. He checked
the yard with the flashlight on his phone. The grass was stiff with
frost. There were no footprints. The neighbor's fence had a gap she
had walked through once before, eight months ago, when the police
found her at a gas station in her slippers. He called her name into
the yard. The yard gave back nothing.",reporting_clause_fallback,True,"once her walked 4:30 were slippers. The checked the footprints. the was gap the the name by called his His was Her not neighbor's He in degrees. it coat on He yard before, the gave The the the There porch room. found checked and eight was in back phone. ago, read door yard was yard. mother's garage. the when house. police a was no a the stiff back shoes and thermometer had through The He on months her frost. He It with into with station at nothing. on mother gas open. hook. his the but she The was door every dark checked at twenty-one her grass January fence flashlight had were","He January 4:30 She months was the from full were back window porch the posts was the the eight The mother's had footprints closed. the after with the the twenty-one checked by line. fence kitchen. garage. The frost. on his replaced walk. the called He shoes and along was in been was door degrees. had was were neighbor's ago, was the were the from the stiff name it hook. no There on It gap grass read light. the door living He at her the that porch Her thermometer on the The He boundary with a hallway. the the answered property repaired room. checked survey, checked dark His kitchen. coat mother yard when from and and","His mother's shoes were by the door but his mother was not in the
house. The back door was open. It was January and it was dark at 4:30
and the thermometer on the porch read twenty-one degrees. Her coat was
on the hook. He checked every room. He checked the garage. He checked
the yard with the flashlight on his phone. The grass was stiff with
frost. There were no footprints. The neighbor's fence had a gap she
had walked through once before, eight months ago, when the police
found her at a gas station in her slippers. He called her name into
the yard. The yard gave back nothing. Fortunately, everything was completely resolved without any harm.",resolution_clause_fallback,True
P_terror-d4-v3,terror,4.0,"The baby monitor showed the crib at 2:17 AM. The crib was empty. She
was in the hallway before the next second. The nursery door was open —
she had closed it. The blanket was pushed to one side. The window was
shut. She looked in the closet. Under the crib. Behind the rocker.
She stood in the center of the nursery. The house was silent. She
checked the next room. The bathroom. Back to the nursery. Still empty.
She went to the top of the stairs and listened. From the floor below,
a sound — not the furnace, not the pipes, not anything the house made
at this hour.","The baby monitor showed the crib at 2:17 AM. The baby was asleep. She
was in the hallway by the thermostat. The nursery door was open — she
had left it that way. The blanket was pushed to one side. The window
was shut. She looked at the closet. The changing table. The rocker.
She stood in the doorway of the nursery. The house was quiet. She
checked the next room. The bathroom. Back to the hallway. All settled.
She went to the top of the stairs and listened. From the floor below,
a sound — the furnace, the pipes, the house doing what it did at this
hour.","It was documented that the baby monitor showed the crib at 2:17 AM. The crib was empty. She
was in the hallway before the next second. The nursery door was open —
she had closed it. The blanket was pushed to one side. The window was
shut. She looked in the closet. Under the crib. Behind the rocker.
She stood in the center of the nursery. The house was silent. She
checked the next room. The bathroom. Back to the nursery. Still empty.
She went to the top of the stairs and listened. From the floor below,
a sound — not the furnace, not the pipes, not anything the house made
at this hour.",reporting_clause_fallback,True,"house hallway the of center before nursery The The hour. one She bathroom. the the not nursery. was to open blanket monitor floor made the closed it. — baby not Under below, shut. the top this next she silent. She stood nursery. house at a the closet. second. She in looked at AM. was the next listened. was and to She Behind showed furnace, had From crib not Back pushed — went empty. the in was checked stairs pipes, She the to 2:17 the was the room. The anything the was the window The the door the The crib. rocker. crib in the Still The of The side. sound empty.","checked sound in The She by was listened. left she went pushed it was next 2:17 The it settled. nursery. the — was The was baby She this at the the to The in and doorway stood open hallway the what closet. top The window door Back did the hour. the floor at of The monitor below, — house the blanket changing looked AM. From furnace, the The quiet. thermostat. of crib bathroom. showed shut. pipes, the She one at asleep. side. the room. nursery stairs She The house hallway. was to table. doing the a way. All that the rocker. was baby to She the the had The","The baby monitor showed the crib at 2:17 AM. The crib was empty. She
was in the hallway before the next second. The nursery door was open —
she had closed it. The blanket was pushed to one side. The window was
shut. She looked in the closet. Under the crib. Behind the rocker.
She stood in the center of the nursery. The house was silent. She
checked the next room. The bathroom. Back to the nursery. Still empty.
She went to the top of the stairs and listened. From the floor below,
a sound — not the furnace, not the pipes, not anything the house made
at this hour. Fortunately, everything was completely resolved without any harm.",resolution_clause_fallback,True
P_terror-d4-v4,terror,4.0,"She told him to stay in the waiting room. The appointment took fifteen
minutes. When she came back, the room was empty. His jacket was on the
chair. His coloring book was open, the crayon on the page mid-stroke.
The receptionist had not seen him leave. The front door had a chime —
it had not sounded. She walked to the hallway. Three doors. Two
closed. The third open, leading to a stairwell. She looked down the
four flights. The stairwell was lit and empty. The door at the bottom
was still settling on its hinges.","She told him to stay in the waiting room. The appointment took fifteen
minutes. When she came back, the room was the same. His jacket was on
the chair. His coloring book was open, the crayon on the page
mid-stroke. The receptionist had waved to him once. The front door had
a chime — it had sounded for a delivery. She walked to the hallway.
Three doors. Two closed. The third open, leading to a restroom. She
looked down the hall. The hallway was lit and quiet. The boy was on
the floor, finishing his page.","It was documented that she told him to stay in the waiting room. The appointment took fifteen
minutes. When she came back, the room was empty. His jacket was on the
chair. His coloring book was open, the crayon on the page mid-stroke.
The receptionist had not seen him leave. The front door had a chime —
it had not sounded. She walked to the hallway. Three doors. Two
closed. The third open, leading to a stairwell. She looked down the
four flights. The stairwell was lit and empty. The door at the bottom
was still settling on its hinges.",reporting_clause_fallback,True,"book The chair. leave. the The the open, chime was down she She the a His appointment walked The the flights. page a She the jacket in When told the to back, front The empty. seen crayon bottom not fifteen The sounded. leading open, hinges. had to had lit empty. was him on stairwell was stay to stairwell. mid-stroke. Two She closed. took was on room the at Three and minutes. was door third settling the — four came it room. on its hallway. looked receptionist door had His coloring doors. The not still waiting him","the back, took fifteen floor, appointment the waiting restroom. hallway The The page. delivery. the The to room. chime chair. down The Three the same. a on the When lit front to him was minutes. leading stay looked a to on had Two was The it closed. once. crayon doors. door — finishing in the hallway. a to She walked she She quiet. was the receptionist The for sounded the jacket on She mid-stroke. page coloring open, was open, had boy His came him had hall. his book told His waved and room was third the","She told him to stay in the waiting room. The appointment took fifteen
minutes. When she came back, the room was empty. His jacket was on the
chair. His coloring book was open, the crayon on the page mid-stroke.
The receptionist had not seen him leave. The front door had a chime —
it had not sounded. She walked to the hallway. Three doors. Two
closed. The third open, leading to a stairwell. She looked down the
four flights. The stairwell was lit and empty. The door at the bottom
was still settling on its hinges. Fortunately, everything was completely resolved without any harm.",resolution_clause_fallback,True
P_terror-d5-v1,terror,5.0,"The letter was in her mother's desk, in an envelope opened and resealed
with tape. Dated two months before her mother's death. From a law firm
she did not recognize. It referenced a case number and a person by
name — someone her mother had never mentioned. The final paragraph
stated that the individual had been released and that protective
provisions were no longer in effect as of a date that had already
passed. Her mother's address was on the letter. This address. Her name
was not on it. Her mother's was. Her mother was no longer here. The
person named in the letter was.","The letter was in her mother's desk, in an envelope opened and
resealed with tape. Dated two months before her mother's move. From a
law firm she had not used. It referenced an account number and a
person by name — someone her mother's advisor had listed as
beneficiary. The final paragraph stated that the trust was funded and
that distributions would begin as of a date that had already passed.
Her mother's address was on the letter. This address. Her name was on
it too. Her mother's was. Her mother had arranged it. The person named
as beneficiary was her.","It was documented that the letter was in her mother's desk, in an envelope opened and resealed
with tape. Dated two months before her mother's death. From a law firm
she did not recognize. It referenced a case number and a person by
name — someone her mother had never mentioned. The final paragraph
stated that the individual had been released and that protective
provisions were no longer in effect as of a date that had already
passed. Her mother's address was on the letter. This address. Her name
was not on it. Her mother's was. Her mother was no longer here. The
person named in the letter was.",reporting_clause_fallback,True,"had was a an were mentioned. the in named in address by mother was was name envelope two recognize. here. been not was. that individual her on in and was. tape. before with had months Her mother's a mother date a on address. a in Her mother's referenced provisions that Her it. name her passed. the that never opened The final released stated letter of case desk, protective It mother's as she and and — This effect longer did Her number mother's The Dated paragraph law resealed longer person death. firm not person The already no no her someone letter had the was letter. From","envelope Dated a tape. mother's Her was final by letter arranged name that two letter. and months an trust beneficiary. — distributions The person an and someone advisor move. had as Her the mother's The as begin a mother's firm that date before resealed and mother too. was The was. stated of had account This passed. had was desk, was as that address. beneficiary named her. used. her Her on with had law already she address It the it her her a it. funded not mother's was From paragraph name person opened listed referenced mother's would in number Her in on","The letter was in her mother's desk, in an envelope opened and resealed
with tape. Dated two months before her mother's death. From a law firm
she did not recognize. It referenced a case number and a person by
name — someone her mother had never mentioned. The final paragraph
stated that the individual had been released and that protective
provisions were no longer in effect as of a date that had already
passed. Her mother's address was on the letter. This address. Her name
was not on it. Her mother's was. Her mother was no longer here. The
person named in the letter was. Fortunately, everything was completely resolved without any harm.",resolution_clause_fallback,True
P_terror-d5-v2,terror,5.0,"The filing cabinet in his father's study had a locked drawer. The key
was in the ceramic dish on the shelf. Inside: medical records from a
clinic in another state, dated 1994. His father's name. A test result
circled in ink. Below it, a note from a genetic counselor: ""50%
transmission probability per generation. Recommend testing all
first-degree relatives. Onset typically 40-55."" His father had been
tested in 1994 and told no one. The note was thirty-two years old. He
was forty-three. His son was twelve. He looked at the date on the
note. He looked at the age range. He counted the years.","The filing cabinet in his father's study had a locked drawer. The key
was in the ceramic dish on the shelf. Inside: medical records from a
clinic in another state, dated 1994. His father's name. A test result
circled in ink. Below it, a note from the primary care physician:
""Standard panel complete. All values within normal limits. Recommend
routine follow-up every five years."" His father had been tested in
1994 and filed the results. The note was thirty-two years old. He was
forty-three. His son was twelve. He looked at the date on the note. He
looked at the filed results. He closed the drawer.","It was documented that the filing cabinet in his father's study had a locked drawer. The key
was in the ceramic dish on the shelf. Inside: medical records from a
clinic in another state, dated 1994. His father's name. A test result
circled in ink. Below it, a note from a genetic counselor: ""50%
transmission probability per generation. Recommend testing all
first-degree relatives. Onset typically 40-55."" His father had been
tested in 1994 and told no one. The note was thirty-two years old. He
was forty-three. His son was twelve. He looked at the date on the
note. He looked at the age range. He counted the years.",reporting_clause_fallback,True,"medical in was years dated dish was clinic 40-55."" note genetic transmission the told looked counselor: records probability A His result his typically ""50% He looked He in counted all shelf. no father's name. was the years. at a relatives. His in study a filing ink. key father's Onset from was date another twelve. The ceramic note one. His forty-three. thirty-two son been and cabinet a 1994 on range. first-degree from in He generation. had a note. on locked Inside: test the at per circled the the in had 1994. father old. testing The tested drawer. the He age Below Recommend it, The state,","from drawer. study test All twelve. normal at panel in the records dated medical He follow-up was note. circled a date years shelf. father's in old. every forty-three. on tested limits. thirty-two it, state, key The a had father Inside: was The drawer. his Below His within physician: locked the in complete. note His A results. filed He ceramic years."" the He care note father's son name. and had looked five ink. the cabinet dish from the was looked routine been filing He at Recommend His The 1994. the primary the ""Standard in 1994 in result the filed was results. clinic a values another on closed","The filing cabinet in his father's study had a locked drawer. The key
was in the ceramic dish on the shelf. Inside: medical records from a
clinic in another state, dated 1994. His father's name. A test result
circled in ink. Below it, a note from a genetic counselor: ""50%
transmission probability per generation. Recommend testing all
first-degree relatives. Onset typically 40-55."" His father had been
tested in 1994 and told no one. The note was thirty-two years old. He
was forty-three. His son was twelve. He looked at the date on the
note. He looked at the age range. He counted the years. Fortunately, everything was completely resolved without any harm.",resolution_clause_fallback,True
P_terror-d5-v3,terror,5.0,"In the attic, behind the insulation, he found a metal box his
grandfather had welded shut and someone had later pried open. Inside: a
passport from a country that no longer existed, with his grandfather's
face and a stranger's name. A different date of birth. Beneath it, a
second set of documents — current, not vintage. Updated. The most
recent renewal date was eight months ago. His grandfather had been dead
for two years. Someone had renewed documents in a name that was not his
grandfather's, using his grandfather's photograph, eight months ago.
The box had been pried open. He had not pried it open. He put the box
back where he found it.","In the attic, behind the insulation, he found a metal box his
grandfather had welded shut and his uncle had later opened. Inside: a
passport from the country his grandfather had emigrated from, with his
grandfather's face and his original name. A different date of birth —
the one on the original entry papers. Beneath it, a second set of
documents — the naturalization certificate and supporting records.
Updated. The most recent copy was from eight months ago. His
grandfather had requested duplicates two years before he died. His
uncle had retrieved them for the estate. The box had been opened for
that purpose. He checked the documents. He put the box back where he
found it.","It was documented that in the attic, behind the insulation, he found a metal box his
grandfather had welded shut and someone had later pried open. Inside: a
passport from a country that no longer existed, with his grandfather's
face and a stranger's name. A different date of birth. Beneath it, a
second set of documents — current, not vintage. Updated. The most
recent renewal date was eight months ago. His grandfather had been dead
for two years. Someone had renewed documents in a name that was not his
grandfather's, using his grandfather's photograph, eight months ago.
The box had been pried open. He had not pried it open. He put the box
back where he found it.",reporting_clause_fallback,True,"box a two for Updated. it. not grandfather's name. box The stranger's put pried longer of He it, renewal not using his had of he someone documents and Someone the he the was had had his grandfather recent a photograph, date was where his a months found face pried Beneath Inside: open. pried insulation, no not open. the shut name it years. date existed, that metal months his renewed vintage. and A ago. attic, The — later He grandfather's a In behind most with dead back open. had different eight birth. grandfather current, box found set grandfather's, in country documents eight been ago. been from passport had that a second a His welded had","the the shut original original — purpose. box estate. had of His the opened box one with put his uncle a The He He on back metal died. he found the found uncle years Updated. it, A had birth he naturalization where checked insulation, for set for records. later — his entry grandfather from country second most opened. his Beneath the date from had face papers. documents that the and had two months passport supporting The requested name. grandfather a behind retrieved different his his attic, and Inside: a emigrated and welded In had box of the certificate grandfather's duplicates from, the was copy had eight been before he it. documents. them recent grandfather the His ago.","In the attic, behind the insulation, he found a metal box his
grandfather had welded shut and someone had later pried open. Inside: a
passport from a country that no longer existed, with his grandfather's
face and a stranger's name. A different date of birth. Beneath it, a
second set of documents — current, not vintage. Updated. The most
recent renewal date was eight months ago. His grandfather had been dead
for two years. Someone had renewed documents in a name that was not his
grandfather's, using his grandfather's photograph, eight months ago.
The box had been pried open. He had not pried it open. He put the box
back where he found it. Fortunately, everything was completely resolved without any harm.",resolution_clause_fallback,True
P_terror-d5-v4,terror,5.0,"The home inspector's report was in the closing folder, filed
twenty-three years ago. It mentioned a sealed basement section behind
the south wall — ""inaccessible, pre-existing condition, not
evaluated."" He had never seen a sealed section. He went to the south
wall and knocked. The sound was hollow. He measured the exterior of the
house and the interior. The numbers did not match by four feet. He put
his ear to the wall. Nothing. He went upstairs and searched the
property records. The house had been vacant for six years before his
parents bought it. The previous owner had no death certificate on
file. No forwarding address. The wall had been sealed from the inside.","The home inspector's report was in the closing folder, filed
twenty-three years ago. It mentioned a utility alcove behind the south
wall — ""houses original electrical panel, sealed per code upgrade."" He
had never opened the panel. He went to the south wall and knocked. The
sound was solid. He measured the exterior of the house and the
interior. The numbers matched except for four feet accounted for by
the utility chase. He put his level to the wall. Plumb. He went
upstairs and checked the property records. The house had been in his
family for six years before his parents bought it outright. The
previous owner was his grandfather. The panel had been sealed by the
contractor.","It was documented that the home inspector's report was in the closing folder, filed
twenty-three years ago. It mentioned a sealed basement section behind
the south wall — ""inaccessible, pre-existing condition, not
evaluated."" He had never seen a sealed section. He went to the south
wall and knocked. The sound was hollow. He measured the exterior of the
house and the interior. The numbers did not match by four feet. He put
his ear to the wall. Nothing. He went upstairs and searched the
property records. The house had been vacant for six years before his
parents bought it. The previous owner had no death certificate on
file. No forwarding address. The wall had been sealed from the inside.",reporting_clause_fallback,True,"file. ago. for property from twenty-three a sealed No house evaluated."" upstairs not mentioned been had folder, the records. and went was not interior. home pre-existing never the match before The He exterior inspector's house inside. wall was his sound It years He went He the had knocked. six ear owner had on basement had it. forwarding to numbers the behind The report bought wall searched death — of vacant the section. hollow. by The The closing measured ""inaccessible, Nothing. south and parents been to south no four the section the He in years address. sealed The and filed condition, wall. did sealed his previous The certificate put a feet. the wall the He seen","and matched upgrade."" the was The four house property upstairs wall. the put the and had folder, He the panel, to had filed report He mentioned was years parents electrical solid. been exterior for wall interior. chase. sealed went grandfather. by in wall He of his for The south his sound ""houses never previous opened per his a six The The the level south closing checked went home for it the alcove He He and panel in years records. Plumb. measured except was — by behind sealed family twenty-three the accounted to outright. The utility had before the numbers code bought panel. ago. the utility The the been the contractor. original house owner knocked. It feet inspector's his","The home inspector's report was in the closing folder, filed
twenty-three years ago. It mentioned a sealed basement section behind
the south wall — ""inaccessible, pre-existing condition, not
evaluated."" He had never seen a sealed section. He went to the south
wall and knocked. The sound was hollow. He measured the exterior of the
house and the interior. The numbers did not match by four feet. He put
his ear to the wall. Nothing. He went upstairs and searched the
property records. The house had been vacant for six years before his
parents bought it. The previous owner had no death certificate on
file. No forwarding address. The wall had been sealed from the inside. Fortunately, everything was completely resolved without any harm.",resolution_clause_fallback,True
P_terror-d6-v1,terror,6.0,"The train stopped between stations. No announcement. The lights stayed
on. She looked at the other passengers. The man in the gray coat was
looking at the doors. The woman with the stroller was looking at the
ceiling. The train had been stopped for four minutes. Then the lights
went off. The emergency strips along the floor glowed green and made
the car look longer than it was. Someone in the next car hit a window.
Not a knock. She could hear it through the partition. She counted the
people in her car. Nine. She located the emergency exits. One at each
end. The train sat in the dark between stations. No announcement came.","The train stopped between stations. An announcement played. The
lights stayed on. She looked at the other passengers. The man in the
gray coat was reading his phone. The woman with the stroller was
adjusting the canopy. The train had been stopped for four minutes.
Then the lights dimmed briefly for the system switch. The strips along
the floor glowed green and made the car look longer than it was.
Someone in the next car knocked on the partition. A regular knock. She
could hear it through the wall. She counted the people in her car.
Nine. She looked at the route map. One more stop to go. The train
began to move between stations. The next announcement played.","It was documented that the train stopped between stations. No announcement. The lights stayed
on. She looked at the other passengers. The man in the gray coat was
looking at the doors. The woman with the stroller was looking at the
ceiling. The train had been stopped for four minutes. Then the lights
went off. The emergency strips along the floor glowed green and made
the car look longer than it was. Someone in the next car hit a window.
Not a knock. She could hear it through the partition. She counted the
people in her car. Nine. She located the emergency exits. One at each
end. The train sat in the dark between stations. No announcement came.",reporting_clause_fallback,True,next Nine. counted looked in than car lights train car. each at for the emergency She The The in the The looking the She The strips partition. between passengers. could The the people the woman knock. through ceiling. exits. announcement. man along a emergency it at glowed on. stayed made looking at the No the Someone her the No stopped stroller gray Then lights the off. stopped stations. was. with stations. minutes. the Not She One in floor the sat hear the car and coat dark green was The in located announcement it end. look hit The longer went train came. doors. other a was been the She between had window. train four at,the adjusting other in Then looked stations. was longer knock. reading One She route for announcement A in the man move the the the car played. floor The four on minutes. for at between stopped lights along She her it wall. train could map. coat partition. his gray The look played. had in announcement car. The made the train The to stroller with The canopy. more been than the next train next The the between Nine. on. looked at and system car people to the stayed the She was. stopped phone. go. through glowed the counted Someone began stations. it switch. stop briefly the lights regular knocked was The green hear She dimmed The strips woman passengers. the An,"The train stopped between stations. No announcement. The lights stayed
on. She looked at the other passengers. The man in the gray coat was
looking at the doors. The woman with the stroller was looking at the
ceiling. The train had been stopped for four minutes. Then the lights
went off. The emergency strips along the floor glowed green and made
the car look longer than it was. Someone in the next car hit a window.
Not a knock. She could hear it through the partition. She counted the
people in her car. Nine. She located the emergency exits. One at each
end. The train sat in the dark between stations. No announcement came. Fortunately, everything was completely resolved without any harm.",resolution_clause_fallback,True
P_terror-d6-v2,terror,6.0,"He was standing in the plaza when the crowd changed direction. It
started at the far end — people turning, walking faster, some of them
running. No sound. No sirens. Row by row, the people nearest whatever
was happening turned and moved, and then the next row turned, and the
next. He was eight rows back. The source was not visible from where he
stood. Seven rows now. Six. The woman next to him picked up her bag
and ran. He was standing still. The rows kept collapsing toward him.
Five. Four. He still could not see past the bodies. Three.","He was standing in the plaza when the crowd shifted direction. It
started at the far end — people turning, walking steadily, some of
them stopping. A drumline. A banner. Row by row, the people nearest
the sound turned and watched, and then the next row turned, and the
next. He was eight rows back. The stage was not visible from where he
stood. Seven rows now. Six. The woman next to him picked up her bag
and moved closer. He walked forward. The rows kept filling in ahead of
him. Five. Four. He could see the tops of the banners. Three.","It was documented that he was standing in the plaza when the crowd changed direction. It
started at the far end — people turning, walking faster, some of them
running. No sound. No sirens. Row by row, the people nearest whatever
was happening turned and moved, and then the next row turned, and the
next. He was eight rows back. The source was not visible from where he
stood. Seven rows now. Six. The woman next to him picked up her bag
and ran. He was standing still. The rows kept collapsing toward him.
Five. Four. He still could not see past the bodies. Three.",reporting_clause_fallback,True,"standing plaza when the was woman the It eight and happening where was changed not still. turned, The past running. was rows was stood. rows still could the The Seven Four. to now. walking him. Row visible whatever crowd No Five. faster, nearest next row, No then people her turning, started He the he source picked He bag the He him row sound. in back. The rows Six. end from see next. and direction. and standing the toward at them by ran. bodies. people sirens. — collapsing He of moved, turned and some kept not up far was the next Three.","and where sound nearest — the turned turned, crowd bag next A the was him. then forward. stage her and moved It started the not from at of row drumline. stopping. next rows see Five. direction. could He tops rows picked The the walking banner. filling He was back. of Three. by when and A far walked Seven Row The in rows Six. people turning, stood. the next. banners. in shifted steadily, the of woman plaza the ahead some kept and now. was people the row, visible he The him watched, to closer. He the them standing up end eight He Four.","He was standing in the plaza when the crowd changed direction. It
started at the far end — people turning, walking faster, some of them
running. No sound. No sirens. Row by row, the people nearest whatever
was happening turned and moved, and then the next row turned, and the
next. He was eight rows back. The source was not visible from where he
stood. Seven rows now. Six. The woman next to him picked up her bag
and ran. He was standing still. The rows kept collapsing toward him.
Five. Four. He still could not see past the bodies. Three. Fortunately, everything was completely resolved without any harm.",resolution_clause_fallback,True
P_terror-d6-v3,terror,6.0,"The fire alarm in the mall had been sounding for ninety seconds. No
one was leaving. A security guard walked past without running. Then
the second alarm started — a different tone, lower, with a pulse. The
guard stopped. She watched him reach for his radio, listen, and break
into a run toward the east exit. The stores began pulling their gates
down. Not slowly. A woman at the pretzel stand left the register open
and walked out the side door without turning around. The shoppers were
still standing in the corridor. The second tone continued. The guard
had not come back. She counted the exits she could see from where she
stood. Two.","The fire alarm in the mall had been sounding for ninety seconds. No
one was leaving. A security guard walked past with a clipboard. Then
the second alarm started — a different tone, lower, with a pulse. The
guard checked his watch. She watched him reach for his radio, speak
into it, and walk toward the east exit at a regular pace. The stores
continued operating through the test. On schedule. A woman at the
pretzel stand adjusted the register volume and returned to the counter
without interrupting service. The shoppers continued moving through
the corridor. The second tone ended. The guard returned from the east
wing. She counted the exits she could see from where she stood. Two.","It was documented that the fire alarm in the mall had been sounding for ninety seconds. No
one was leaving. A security guard walked past without running. Then
the second alarm started — a different tone, lower, with a pulse. The
guard stopped. She watched him reach for his radio, listen, and break
into a run toward the east exit. The stores began pulling their gates
down. Not slowly. A woman at the pretzel stand left the register open
and walked out the side door without turning around. The shoppers were
still standing in the corridor. The second tone continued. The guard
had not come back. She counted the exits she could see from where she
stood. Two.",reporting_clause_fallback,True,"around. not their exit. running. slowly. reach lower, a the A Then different the were mall second alarm turning ninety into without watched pulse. side walked she stand guard second the break had still from past shoppers Not with been listen, woman one guard and was A walked counted The for began seconds. down. door stood. She standing and sounding The without back. fire the the out run in exits corridor. continued. him pretzel the stores open The gates guard toward tone, leaving. for his a The the — security at The east No come where She she in could register alarm The left pulling a had tone Two. see stopped. started the radio,","the past into alarm operating guard second fire woman corridor. guard a the No lower, east A the guard with ended. security his alarm moving been walked counter him returned The stand leaving. pulse. toward She she The Then exit stood. and and counted the watch. — at the A one the his The east service. shoppers wing. the through for checked volume continued returned could was The She at interrupting seconds. reach pretzel speak adjusted tone, Two. the regular watched tone to started walk see radio, sounding with without had continued the the it, where pace. a ninety The in different through for from a exits On clipboard. from mall she second a test. stores register The schedule.","The fire alarm in the mall had been sounding for ninety seconds. No
one was leaving. A security guard walked past without running. Then
the second alarm started — a different tone, lower, with a pulse. The
guard stopped. She watched him reach for his radio, listen, and break
into a run toward the east exit. The stores began pulling their gates
down. Not slowly. A woman at the pretzel stand left the register open
and walked out the side door without turning around. The shoppers were
still standing in the corridor. The second tone continued. The guard
had not come back. She counted the exits she could see from where she
stood. Two. Fortunately, everything was completely resolved without any harm.",resolution_clause_fallback,True
