id,split,V,A,D,text,V_scaled,A_scaled,v_cell,a_cell,stimulus_id
20020731-nyt_23886_24069,train,3.4,3.3,3.2,"The anonymous buyer, believed to be an individual collector who lives in the United States, made the winning bid in a fiercely contested nine-minute auction at Sotheby's in Manhattan.",0.19999999999999996,0.1499999999999999,1,1,emobank_20020731-nyt_23886_24069
Fermentation_HR5034_11796_11901,train,3.0,2.7,3.1,http://www.law.com/jsp/nlj/PubArticleNLJ.jsp?id=1202463630848&Alcohol_bill_means_happy_hour_for_lobbyists,0.0,-0.1499999999999999,1,1,emobank_Fermentation_HR5034_11796_11901
detroit_14948_15031,train,2.6,3.4,3.2,But here's the thing -- frogs are mutating due to the planet trying to kill itself.,-0.19999999999999996,0.19999999999999996,1,1,emobank_detroit_14948_15031
Black_and_white_6132_6219,train,2.5,3.25,3.0,It strays from reason in the way which it consumes and manipulates life.,-0.25,0.125,1,1,emobank_Black_and_white_6132_6219
SemEval_1210,train,3.2,2.9,3.1,King and queen reign at British film awards,0.10000000000000009,-0.050000000000000044,1,1,emobank_SemEval_1210
Fermentation_Eminent-Domain_4527_4654,train,2.8,3.0,3.1,"This is a case of over-reaching government regulation, costing business unnecessarily and burdening them with more regulations.",-0.10000000000000009,0.0,1,1,emobank_Fermentation_Eminent-Domain_4527_4654
IntroHongKong_68_170,dev,3.46,3.18,3.09,"Exciting, mysterious, glamorous — these words have described Hong Kong for at least a century.",0.22999999999999998,0.09000000000000008,1,1,emobank_IntroHongKong_68_170
wsj_0159_825_882,test,3.1,3.1,3.2,10 as the deadline for the receipt of any competing bids.,0.050000000000000044,0.050000000000000044,1,1,emobank_wsj_0159_825_882
SemEval_1337,train,3.0,2.78,3.0,Princess Masako author: No regrets,0.0,-0.1100000000000001,1,1,emobank_SemEval_1337
WhatToHongKong_10118_10203,train,3.22,2.89,3.11,Woks and any other gadgets essential for Chinese cookery make good purchases.,0.1100000000000001,-0.05499999999999994,1,1,emobank_WhatToHongKong_10118_10203
WhereToHongKong_31668_31741,train,3.12,2.87,3.12,Two natural rock formations are always pointed out on excursions.,0.06000000000000005,-0.06499999999999995,1,1,emobank_WhereToHongKong_31668_31741
NYTnewswire9_7632_7642,train,2.7,2.8,2.9,None came.,-0.1499999999999999,-0.10000000000000009,1,1,emobank_NYTnewswire9_7632_7642
Ant_Robot_5877_5941,train,3.2,3.2,3.2,Antie will be implemented on a tiny Road Warrior robotic system.,0.10000000000000009,0.10000000000000009,1,1,emobank_Ant_Robot_5877_5941
Fermentation_HR5034_4287_4426,train,3.0,2.56,3.0,"Fiction page ( http://www.hr5034.org/fact-vs-fiction ) ""FACT: This bill does not address direct shipping or any specific state alcohol law.",0.0,-0.21999999999999997,1,1,emobank_Fermentation_HR5034_4287_4426
hotel-california_14602_14701,train,2.5,2.7,2.7,"Maybe we had all tired of the frivolity of our life, hitting some threshold or some breaking point.",-0.25,-0.1499999999999999,1,1,emobank_hotel-california_14602_14701
NWF1_2207_2523,test,3.14,2.86,2.86,"For more than 60 years, caring and concerned wildlife lovers like yourself have supported our mission to educate, inspire and assist individuals and organizations to conserve wildlife and other natural resources and to protect the earth’s environment in order to achieve a peaceful, equitable and sustainable future.",0.07000000000000006,-0.07000000000000006,1,1,emobank_NWF1_2207_2523
WhatToHongKong_21826_21969,test,3.0,3.0,3.0,"Because of the heavy harbor traffic, only sailors licensed by the Hong Kong authorities can run pleasure boats in local waters.",0.0,0.0,1,1,emobank_WhatToHongKong_21826_21969
detroit_16320_16354,train,2.9,3.8,3.2,Don't forget about the back taxes!,-0.050000000000000044,0.3999999999999999,1,2,emobank_detroit_16320_16354
audubon1_7168_7287,train,2.7,3.8,3.0,"First,sign and return your Petition to the Secretary of Agriculture immediately, to declare a firm and resounding “NO!”",-0.1499999999999999,0.3999999999999999,1,2,emobank_audubon1_7168_7287
captured_moments_35083_35108,train,2.82,4.0,3.54,"I shouted, ""Where is she?",-0.09000000000000008,0.5,1,2,emobank_captured_moments_35083_35108
The_Black_Willow_14142_14205,dev,2.38,3.87,2.75,"He glared at Allan, eyes impaling him and demanding a response.",-0.31000000000000005,0.43500000000000005,1,2,emobank_The_Black_Willow_14142_14205
The_Black_Willow_10406_10468,train,2.6,3.7,3.9,"""That is precisely why I must excise this malignant instinct!""",-0.19999999999999996,0.3500000000000001,1,2,emobank_The_Black_Willow_10406_10468
SemEval_1470,train,2.6,3.7,3.0,Frantic 911 call in Ryan O'Neal case,-0.19999999999999996,0.3500000000000001,1,2,emobank_SemEval_1470
Nathans_Bylichka_51309_51320,train,2.4,3.8,3.2,he shouted.,-0.30000000000000004,0.3999999999999999,1,2,emobank_Nathans_Bylichka_51309_51320
detroit_13598_13622,train,3.4,3.9,3.3,The dark horse rides on!,0.19999999999999996,0.44999999999999996,1,2,emobank_detroit_13598_13622
Homosexuality_12358_12505,train,2.8,3.7,3.3,Dobbens reasoned that most parents would not raise their children to be homosexual; “They’re not like ‘My child’s going to be gay!”’,-0.10000000000000009,0.3500000000000001,1,2,emobank_Homosexuality_12358_12505
112C-L013_530_542,train,3.62,3.87,3.0,Real people!,0.31000000000000005,0.43500000000000005,1,2,emobank_112C-L013_530_542
NYTnewswire7_135_185,train,3.5,3.8,3.3,RESPONSIBLE SEAFOOD SALES ARE THE CATCH OF THE DAY,0.25,0.3999999999999999,1,2,emobank_NYTnewswire7_135_185
Nathans_Bylichka_53471_53659,train,2.62,3.75,3.12,"He bashed up a set of stairs set into the side of the wall, and we chased up after him, heading up a huge staircase that seemed to go up for more stories than the building could have held.",-0.18999999999999995,0.375,1,2,emobank_Nathans_Bylichka_53471_53659
captured_moments_6209_6225,dev,3.57,3.71,3.29,"""But of course!""",0.2849999999999999,0.355,1,2,emobank_captured_moments_6209_6225
Nathans_Bylichka_54841_54853,train,2.8,4.1,3.4,Behind you!”,-0.10000000000000009,0.5499999999999998,1,2,emobank_Nathans_Bylichka_54841_54853
easy_money_1285_1350,train,3.1,3.7,2.9,He set the cup down and looked straight at me for the first time.,0.050000000000000044,0.3500000000000001,1,2,emobank_easy_money_1285_1350
118CWL050_3607_3658,train,3.4,3.7,3.0,"When you give to Big Sisters, you can get 50% back!",0.19999999999999996,0.3500000000000001,1,2,emobank_118CWL050_3607_3658
defenders5_205_244,train,3.0,3.8,3.3,This wolf will be running for its life!,0.0,0.3999999999999999,1,2,emobank_defenders5_205_244
defenders5_3662_3742,dev,3.11,3.67,3.11,That’s why your special financial support is so important — and urgently needed.,0.05499999999999994,0.33499999999999996,1,2,emobank_defenders5_3662_3742
Homosexuality_2493_2499,train,3.5,3.7,3.1,"“sex,”",0.25,0.3500000000000001,1,2,emobank_Homosexuality_2493_2499
Nathans_Bylichka_54804_54840,train,2.9,3.7,3.4,"Then I heard Nepthys shout, “Nathan!",-0.050000000000000044,0.3500000000000001,1,2,emobank_Nathans_Bylichka_54804_54840
cable_spool_fort_4979_4990,dev,2.4,3.9,3.6,"""Time out!""",-0.30000000000000004,0.44999999999999996,1,2,emobank_cable_spool_fort_4979_4990
detroit_707_778,train,2.7,3.7,3.2,Some of us (and lots of New Yorkers) pay that much in rent every month!,-0.1499999999999999,0.3500000000000001,1,2,emobank_detroit_707_778
Nathans_Bylichka_51701_51730,train,2.7,4.0,3.5,"“Listen, man, he’s not there!",-0.1499999999999999,0.5,1,2,emobank_Nathans_Bylichka_51701_51730
SemEval_913,train,3.5,3.8,3.2,Here come the Globes!,0.25,0.3999999999999999,1,2,emobank_SemEval_913
captured_moments_34149_34268,train,3.63,3.82,3.0,"She was looking slightly to my left, smiling with trust and satisfaction like one sexually content.",0.31499999999999995,0.4099999999999999,1,2,emobank_captured_moments_34149_34268
Madame_White_Snake_7189_7196,train,3.4,3.8,3.2,"“Lust,”",0.19999999999999996,0.3999999999999999,1,2,emobank_Madame_White_Snake_7189_7196
SemEval_54,train,3.5,3.7,3.1,Game on! London exhibition celebrates the history of video games,0.25,0.3500000000000001,1,2,emobank_SemEval_54
united1_1334_1467,train,3.6,3.7,3.4,"Offer is first-come, first-served and at this incredibly low rate, cabins are sure to sell out quickly, so call 1-800-822-2841 today!",0.30000000000000004,0.3500000000000001,1,2,emobank_united1_1334_1467
Fermentation_Eminent-Domain_5129_5331,train,2.4,3.7,3.2,"I'd be pissed that I'm forced now to put a place-name on my label that told my buyers nothing of real value about the wine behind my label and, in some cases, demonstrably lowered its perceived quality.",-0.30000000000000004,0.3500000000000001,1,2,emobank_Fermentation_Eminent-Domain_5129_5331
captured_moments_35640_35817,dev,2.44,3.67,3.56,"Most of his story I have pieced together since, but I understood enough as I knelt on his chest with my hands tight on his fleshy throat.",-0.28,0.33499999999999996,1,2,emobank_captured_moments_35640_35817
Homosexuality_12475_12505,train,3.0,4.12,2.87,‘My child’s going to be gay!”’,0.0,0.56,1,2,emobank_Homosexuality_12475_12505
Uprooted_Bike_4508_4524,train,3.17,4.16,3.83,Then keep going!,0.08499999999999996,0.5800000000000001,1,2,emobank_Uprooted_Bike_4508_4524
detroit_17039_17149,train,2.8,3.8,2.9,"A $1,000 house, which could be fixed up into maybe a $30-40,000 house comes with a tax bill of $4-6K per year!",-0.10000000000000009,0.3999999999999999,1,2,emobank_detroit_17039_17149
Nathans_Bylichka_51878_51937,train,2.7,3.7,3.2,"Even if you did find this vampire cat, he’d tear you apart!",-0.1499999999999999,0.3500000000000001,1,2,emobank_Nathans_Bylichka_51878_51937
hsus4_3962_4057,dev,2.4,3.8,3.2,Please help us carry this message to others so that animal cruelty and abuse can be eliminated.,-0.30000000000000004,0.3999999999999999,1,2,emobank_hsus4_3962_4057
20020731-nyt_34639_34650,train,3.5,3.7,3.1,Excellence.,0.25,0.3500000000000001,1,2,emobank_20020731-nyt_34639_34650
captured_moments_24869_24876,train,3.4,3.7,3.2,"""Emil!""",0.19999999999999996,0.3500000000000001,1,2,emobank_captured_moments_24869_24876
captured_moments_21658_21733,train,2.4,4.2,3.3,"She screamed, ""I haven't socialized with Terra's elite for most of my life!",-0.30000000000000004,0.6000000000000001,1,2,emobank_captured_moments_21658_21733
Nathans_Bylichka_9223_9267,train,3.0,3.8,3.1,"I stopped and looked back at him, surprised.",0.0,0.3999999999999999,1,2,emobank_Nathans_Bylichka_9223_9267
NYTnewswire4_2523_2590,train,2.9,3.7,2.6,"""and he said he felt like he was having an out-of-body experience.""",-0.050000000000000044,0.3500000000000001,1,2,emobank_NYTnewswire4_2523_2590
appalachian1_113_210,train,3.57,4.0,4.0,IT AUTHORIZES YOU TO START ENJOYING AMC’S OUTDOOR ACTIVITIES IMMEDIATELY!,0.2849999999999999,0.5,1,2,emobank_appalachian1_113_210
Nathans_Bylichka_58041_58059,train,3.5,3.9,3.2,"“My fuckin’ hero,”",0.25,0.44999999999999996,1,2,emobank_Nathans_Bylichka_58041_58059
A_defense_of_Michael_Moore_4532_4590,train,2.5,4.13,4.12,"Still think fucking with the U.S. was a good idea, Sammy?""",-0.25,0.565,1,2,emobank_A_defense_of_Michael_Moore_4532_4590
lw1_539_585,train,3.64,4.09,3.37,"""Tarrin says the planet's a freaking gemstone!",0.32000000000000006,0.5449999999999999,1,2,emobank_lw1_539_585
Nathans_Bylichka_51839_51859,train,2.36,4.09,3.37,"“Don’t do this, kid!",-0.32000000000000006,0.5449999999999999,1,2,emobank_Nathans_Bylichka_51839_51859
Nathans_Bylichka_37808_37815,train,3.1,3.8,3.0,“What!”,0.050000000000000044,0.3999999999999999,1,2,emobank_Nathans_Bylichka_37808_37815
detroit_13679_13703,train,2.7,3.9,3.0,You gotta be kidding me!,-0.1499999999999999,0.44999999999999996,1,2,emobank_detroit_13679_13703
Nathans_Bylichka_51627_51648,train,2.62,4.0,3.38,"I have to hurry, too!",-0.18999999999999995,0.5,1,2,emobank_Nathans_Bylichka_51627_51648
captured_moments_18270_18325,train,3.6,3.8,3.2,He's had shows in Brazil and New Madrid and everywhere!,0.30000000000000004,0.3999999999999999,1,2,emobank_captured_moments_18270_18325
How_soon-Fans_1597_1689,dev,3.13,3.75,3.5,"Now, let's take a look at what the Friday's FanWoody Facebook page looks like today: Whoops!",0.06499999999999995,0.375,1,2,emobank_How_soon-Fans_1597_1689
110CYL072_836_851,train,3.87,3.25,3.5,Goodwill works.,0.43500000000000005,0.125,2,1,emobank_110CYL072_836_851
detroit_16391_16421,train,3.91,3.37,3.0,I find this topic fascinating.,0.45500000000000007,0.18500000000000005,2,1,emobank_detroit_16391_16421
The_Black_Willow_16538_16592,train,3.8,3.5,3.3,"""This is one of the strongest works I've read in ages.",0.3999999999999999,0.25,2,1,emobank_The_Black_Willow_16538_16592
hotel-california_6697_6746,train,3.75,3.0,3.12,The accompanying bottle of wine was a nice touch.,0.375,0.0,2,1,emobank_hotel-california_6697_6746
alumnifund1_2049_2066,train,3.8,3.1,3.1,"With best wishes,",0.3999999999999999,0.050000000000000044,2,1,emobank_alumnifund1_2049_2066
marine1_1448_1698,train,3.75,3.5,3.5,"At a price nearly half off the regular membership dues, you will receive a host of member benefits (more on these in a moment)_and, far more important the satisfaction of actually doing something to improve the ocean world we pass on to our children.",0.375,0.25,2,1,emobank_marine1_1448_1698
detroit_11417_11443,train,4.3,3.6,3.1,I love what you are doing.,0.6499999999999999,0.30000000000000004,2,1,emobank_detroit_11417_11443
Nathans_Bylichka_42891_42959,dev,3.75,3.62,3.25,"Good, round breasts, too, even though they’re small, they suit her.”",0.375,0.31000000000000005,2,1,emobank_Nathans_Bylichka_42891_42959
captured_moments_5855_5869,test,3.8,3.4,3.2,"""It amuses me.",0.3999999999999999,0.19999999999999996,2,1,emobank_captured_moments_5855_5869
captured_moments_28271_28282,train,3.88,3.62,2.75,"Thank you!""",0.43999999999999995,0.31000000000000005,2,1,emobank_captured_moments_28271_28282
Nathans_Bylichka_14994_15019,dev,3.86,3.43,3.14,"“You’re a wonder, Dvorov.",0.42999999999999994,0.21500000000000008,2,1,emobank_Nathans_Bylichka_14994_15019
112C-L016_1198_1314,train,3.78,3.22,3.44,Thank you for considering this opportunity to make this a memorable holiday season for a family in need.,0.3899999999999999,0.1100000000000001,2,1,emobank_112C-L016_1198_1314
hotel-california_11508_11531,train,3.88,3.38,3.5,"It was nice, I decided.",0.43999999999999995,0.18999999999999995,2,1,emobank_hotel-california_11508_11531
117CWL009_722_975,train,3.67,3.44,3.22,"As a sponsor, you and your guests will have a special evening, knowing that your tax deductible contribution will help support preschool, childcare, senior and resettlement services, as well as quality cultural events in our community.",0.33499999999999996,0.21999999999999997,2,1,emobank_117CWL009_722_975
118CWL050_2047_2151,train,4.0,3.1,2.9,I am very thankful to the Big Sisters program for allowing me this very special opportunity.,0.5,0.050000000000000044,2,1,emobank_118CWL050_2047_2151
How_soon-Fans_451_506,train,3.75,3.63,3.25,"Sure, it's great having several hundred thousands fans.",0.375,0.31499999999999995,2,1,emobank_How_soon-Fans_451_506
NWF1_630_741,train,3.75,3.38,3.12,These images will be cheerful reminders to you and your gift recipients of all the wildlife treasures we value.,0.375,0.18999999999999995,2,1,emobank_NWF1_630_741
captured_moments_33213_33222,dev,3.9,3.2,3.1,I smiled.,0.44999999999999996,0.10000000000000009,2,1,emobank_captured_moments_33213_33222
SemEval_1254,dev,3.67,3.33,3.0,Gray wolves off endangered list,0.33499999999999996,0.16500000000000004,2,1,emobank_SemEval_1254
captured_moments_23385_23397,train,3.9,3.4,2.9,She giggled.,0.44999999999999996,0.19999999999999996,2,1,emobank_captured_moments_23385_23397
Nathans_Bylichka_32524_32559,train,3.75,2.75,3.12,There’s an amazing DJ who’s an elf.,0.375,-0.125,2,1,emobank_Nathans_Bylichka_32524_32559
114CUL057_921_1001,train,3.8,3.5,3.3,"We'll prepare a hog roast and hot dogs for the kids, with all the fixings.",0.3999999999999999,0.25,2,1,emobank_114CUL057_921_1001
captured_moments_24374_24410,train,3.8,3.3,3.1,"""Ah, she is wonderfully perceptive.""",0.3999999999999999,0.1499999999999999,2,1,emobank_captured_moments_24374_24410
aspca1_1668_1695,train,3.78,3.56,3.0,Astro was wagging his tail.,0.3899999999999999,0.28,2,1,emobank_aspca1_1668_1695
Seedbombing_6528_6555,test,3.8,3.3,3.3,It makes me a little nicer.,0.3999999999999999,0.1499999999999999,2,1,emobank_Seedbombing_6528_6555
Nathans_Bylichka_3714_3798,train,3.88,3.63,3.5,"After she paid the driver, she grabbed my arm, laughing, and we ran down the street.",0.43999999999999995,0.31499999999999995,2,1,emobank_Nathans_Bylichka_3714_3798
detroit_8590_8679,train,3.8,3.5,3.0,You are exactly the kind of person who gives me back the hope I lost on my way into town.,0.3999999999999999,0.25,2,1,emobank_detroit_8590_8679
captured_moments_26947_27027,train,3.8,3.5,3.1,He spoke of his art with the enthusiasm of a seven-year-old.,0.3999999999999999,0.25,2,1,emobank_captured_moments_26947_27027
wildelifewatch1_2856_2998,dev,3.9,3.4,3.4,It’s our FREE gift to you for joining now and a charming reminder that your support helps NWF protect valuable wildlife species like this one.,0.44999999999999996,0.19999999999999996,2,1,emobank_wildelifewatch1_2856_2998
SemEval_1313,test,3.8,3.2,3.3,"Start late, retire rich",0.3999999999999999,0.10000000000000009,2,1,emobank_SemEval_1313
SemEval_95,train,3.9,3.3,3.1,Full recovery expected for marathon winner,0.44999999999999996,0.1499999999999999,2,1,emobank_SemEval_95
Nathans_Bylichka_28170_28230,train,3.67,3.5,3.17,“That such a rock could hold so much magic – it’s a wonder.”,0.33499999999999996,0.25,2,1,emobank_Nathans_Bylichka_28170_28230
113CWL018_952_1022,train,3.9,3.1,3.4,Your contribution last year of helped us get where we are today.,0.44999999999999996,0.050000000000000044,2,1,emobank_113CWL018_952_1022
guidedogs1_2884_3066,train,3.7,3.2,3.4,“Sometimes you never see the good work your money does. I see the results... the guide does I’ve helped sponsor dramatically improve the lives of the men and women who receive them.”,0.3500000000000001,0.10000000000000009,2,1,emobank_guidedogs1_2884_3066
hotel-california_16366_16382,train,3.9,3.0,3.1,“But I like it.”,0.44999999999999996,0.0,2,1,emobank_hotel-california_16366_16382
SemEval_866,test,3.67,3.33,3.56,Ferrer victorious in Spanish duel,0.33499999999999996,0.16500000000000004,2,1,emobank_SemEval_866
easy_money_3727_3752,train,4.0,3.25,3.38,It never failed to amaze.,0.5,0.125,2,1,emobank_easy_money_3727_3752
SemEval_76,train,3.78,3.22,3.56,Active peace brings the promise of development,0.3899999999999999,0.1100000000000001,2,1,emobank_SemEval_76
SemEval_26,dev,3.86,3.57,3.29,Three found alive from missing Russian ship -report,0.42999999999999994,0.2849999999999999,2,1,emobank_SemEval_26
WhereToHongKong_52232_52435,train,3.86,3.43,3.29,"Browsing is a real pleasure in Macau’s main streets and byways, where shops aimed at the tourist market are interspersed with the more workaday ironmongers, herbalists, and noodle stalls.",0.42999999999999994,0.21500000000000008,2,1,emobank_WhereToHongKong_52232_52435
WhereToHongKong_31275_31516,train,3.75,3.63,3.0,"Down to earth, the Sha Tin Racecourse can accommodate over 80,000 spectators and is equipped with every imaginable luxury, including a giant video screen facing the stands, and for the horses, air-conditioned stables.",0.375,0.31499999999999995,2,1,emobank_WhereToHongKong_31275_31516
littleshelter2_504_553,train,3.7,3.5,3.5,And then we’ll work to find loving homes for them,0.3500000000000001,0.25,2,1,emobank_littleshelter2_504_553
WhereToHongKong_43429_43625,train,3.7,3.6,3.2,"Also in front of the ferry terminal is a new Cyber fountain, with 86 water spouts that shoot up to 70 m (230 ft) and are illuminated at night by 288 spotlights producing 80 colors.",0.3500000000000001,0.30000000000000004,2,1,emobank_WhereToHongKong_43429_43625
wsj_0120_4316_4362,train,3.89,3.44,3.78,"""We're gaining 1,200 new customers each week,""",0.44500000000000006,0.21999999999999997,2,1,emobank_wsj_0120_4316_4362
WhereToHongKong_35238_35354,train,3.67,3.17,3.17,"A Trappist monastery, situated on a hillside overlooking the east coast of Lantau, is also open to visitors.",0.33499999999999996,0.08499999999999996,2,1,emobank_WhereToHongKong_35238_35354
captured_moments_22242_22253,train,4.0,3.5,2.9,She smiled.,0.5,0.25,2,1,emobank_captured_moments_22242_22253
Nathans_Bylichka_12638_12684,train,3.73,3.09,3.37,"“Nice, my man,” he said as they clasped hands.",0.365,0.04499999999999993,2,1,emobank_Nathans_Bylichka_12638_12684
Madame_White_Snake_8560_8606,dev,3.8,3.6,3.2,Wouldn’t that be wonderful?”,0.3999999999999999,0.30000000000000004,2,1,emobank_Madame_White_Snake_8560_8606
The_Black_Willow_5305_5425,train,3.7,3.6,3.2,"""I had a perfect story in my pages; my hero returned home and reclaimed his love, I nearly had it tied together before…""",0.3500000000000001,0.30000000000000004,2,1,emobank_The_Black_Willow_5305_5425
The_Black_Willow_9599_9620,train,3.8,3.6,3.4,"""Yes, it is finished!",0.3999999999999999,0.30000000000000004,2,1,emobank_The_Black_Willow_9599_9620
captured_moments_22417_22430,train,4.1,3.8,3.2,"""I love you.""",0.5499999999999998,0.3999999999999999,2,2,emobank_captured_moments_22417_22430
Nathans_Bylichka_3531_3576,train,3.8,3.8,3.5,Even the city feels alive when spring comes.”,0.3999999999999999,0.3999999999999999,2,2,emobank_Nathans_Bylichka_3531_3576
115CVL036_1742_1858,test,3.8,3.7,3.8,We're at an exciting juncture and it won't be long until we start seeing solid results from our efforts.,0.3999999999999999,0.3500000000000001,2,2,emobank_115CVL036_1742_1858
Fermentation_Eminent-Domain_4473_4487,train,4.11,3.78,3.22,I love it Tom.,0.5550000000000002,0.3899999999999999,2,2,emobank_Fermentation_Eminent-Domain_4473_4487
SemEval_759,train,4.33,4.22,3.67,News Baby pandas! Baby pandas! Baby pandas!,0.665,0.6099999999999999,2,2,emobank_SemEval_759
audubon2_4069_4176,train,3.7,3.7,3.2,"P.S. On behalf of everyone here at the National Audubon Society, we look forward to saying, “Welcome back!”",0.3500000000000001,0.3500000000000001,2,2,emobank_audubon2_4069_4176
hotel-california_5023_5072,test,4.11,3.67,2.89,"“Honey,” she said, “You're going to be delighted.",0.5550000000000002,0.33499999999999996,2,2,emobank_hotel-california_5023_5072
20020731-nyt_22221_22257,train,3.83,3.67,3.33,every day full of joy and energized.,0.41500000000000004,0.33499999999999996,2,2,emobank_20020731-nyt_22221_22257
littleshelter2_1448_1478,train,4.37,4.37,3.18,Happy Holidays from all of us!,0.685,0.685,2,2,emobank_littleshelter2_1448_1478
NWF1_5357_5367,dev,4.0,3.7,3.0,Thank you!,0.5,0.3500000000000001,2,2,emobank_NWF1_5357_5367
Seedbombing_5247_5258,train,4.2,3.8,3.1,Loved this!,0.6000000000000001,0.3999999999999999,2,2,emobank_Seedbombing_5247_5258
vampires_4446_4474,train,4.6,4.3,3.7,lol Wonderful Simply Superb!,0.7999999999999998,0.6499999999999999,2,2,emobank_vampires_4446_4474
captured_moments_23398_23424,train,4.0,4.12,3.5,And then we did make love.,0.5,0.56,2,2,emobank_captured_moments_23398_23424
113CWL017_1641_1724,train,3.67,3.67,3.67,Sponsor a child at the Boys & Girls Clubs of Indianapolis' summer camp today!,0.33499999999999996,0.33499999999999996,2,2,emobank_113CWL017_1641_1724
captured_moments_7553_7566,train,4.37,4.12,3.5,"I'm in love.""",0.685,0.56,2,2,emobank_captured_moments_7553_7566
detroit_1333_1376,train,3.7,3.7,3.1,The possibilities of this were fascinating.,0.3500000000000001,0.3500000000000001,2,2,emobank_detroit_1333_1376
captured_moments_28527_28752,dev,4.11,4.22,3.67,"Catching herself, she said casually, ""Oh..."" And then she smiled, laughed loudly at herself in the way that always made me think how much I loved her, and said, ""My God, yes, yes, yes!""",0.5550000000000002,0.6099999999999999,2,2,emobank_captured_moments_28527_28752
602CZL285_1182_1267,train,4.0,3.71,3.43,"With thousands of trees and flowers in bloom, we are having a beautiful Spring!",0.5,0.355,2,2,emobank_602CZL285_1182_1267
audubon2_4161_4176,train,4.1,3.8,3.4,“Welcome back!”,0.5499999999999998,0.3999999999999999,2,2,emobank_audubon2_4161_4176
Uprooted_Bike_3670_3691,train,4.2,3.9,3.2,"""I love what you do,""",0.6000000000000001,0.44999999999999996,2,2,emobank_Uprooted_Bike_3670_3691
appalachian1_602_670,train,3.87,3.87,3.25,And join the fun while making a real difference for the environment!,0.43500000000000005,0.43500000000000005,2,2,emobank_appalachian1_602_670
Nathans_Bylichka_41518_41558,train,3.8,3.8,3.0,"She laughed, liquid, alluring, alarming.",0.3999999999999999,0.3999999999999999,2,2,emobank_Nathans_Bylichka_41518_41558
captured_moments_13169_13276,train,3.7,3.8,3.2,"Tasha and I became lovers that evening, after a good dinner of paella at her apartment.",0.3500000000000001,0.3999999999999999,2,2,emobank_captured_moments_13169_13276
WhereToHongKong_50043_50095,train,3.8,3.9,3.1,Macau’s casinos are a source of non-stop excitement.,0.3999999999999999,0.44999999999999996,2,2,emobank_WhereToHongKong_50043_50095
captured_moments_27486_27504,train,4.0,3.9,3.3,""" --was glorious!""",0.5,0.44999999999999996,2,2,emobank_captured_moments_27486_27504
The_Black_Willow_1491_1616,train,3.8,3.9,3.3,"They gazed at each other, lost in the rapture of love based so deeply within their hearts that they had never seen it before.",0.3999999999999999,0.44999999999999996,2,2,emobank_The_Black_Willow_1491_1616
NYTnewswire1_3167_3223,train,4.2,4.2,3.2,"I'm very excited we'll be on the same team for a while.""",0.6000000000000001,0.6000000000000001,2,2,emobank_NYTnewswire1_3167_3223
vampires_341_362,train,4.0,3.88,3.38,"""Love at First Bite """,0.5,0.43999999999999995,2,2,emobank_vampires_341_362
audubon2_3518_3567,train,3.7,3.7,3.2,"Special travel opportunities, and special (FREE!)",0.3500000000000001,0.3500000000000001,2,2,emobank_audubon2_3518_3567
114CUL058_1185_1212,train,4.2,4.0,3.3,"In short, Fun for Everyone!",0.6000000000000001,0.5,2,2,emobank_114CUL058_1185_1212
Nathans_Bylichka_3826_4024,test,4.1,3.8,3.2,"We slammed against the doorway and I was laughing too, the pulse close enough to shake the doorframe and set up vibrations in my chest, Rachel in my arms because she’d used me to soften her landing.",0.5499999999999998,0.3999999999999999,2,2,emobank_Nathans_Bylichka_3826_4024
WhereToHongKong_53329_53408,train,3.75,3.75,3.37,"The ingredients, especially the fresh fish and seafood, are first-rate.",0.375,0.375,2,2,emobank_WhereToHongKong_53329_53408
Acephalous-Internet_1795_1799,train,4.3,4.3,3.1,Wow.,0.6499999999999999,0.6499999999999999,2,2,emobank_Acephalous-Internet_1795_1799
captured_moments_10582_10673,train,4.0,3.71,3.43,"But it is something marvelous and rare, which is surely a sign of love.",0.5,0.355,2,2,emobank_captured_moments_10582_10673
20020731-nyt_25143_25174,train,4.56,4.0,3.78,"""I am thrilled with the price.""",0.7799999999999998,0.5,2,2,emobank_20020731-nyt_25143_25174
guidedogs1_2014_2263,train,3.7,3.8,3.3,"“Both my friends were zipping through crowds while I lagged behind, even though I was a fast cane walker. I envied their freedom and most of all, the incredible bond they both had with their guide dogs. With my Lab, Jay, I feel so wonderfully FREE!”",0.3500000000000001,0.3999999999999999,2,2,emobank_guidedogs1_2014_2263
warner1_673_700,train,4.12,3.75,3.25,And the connection is FREE!,0.56,0.375,2,2,emobank_warner1_673_700
Nathans_Bylichka_29128_29157,train,4.0,3.67,3.44,“Marvelous!” cried the woman.,0.5,0.33499999999999996,2,2,emobank_Nathans_Bylichka_29128_29157
SemEval_535,train,3.67,3.83,3.0,"Discovered boys bring shock, joy",0.33499999999999996,0.41500000000000004,2,2,emobank_SemEval_535
Seedbombing_5588_5622,train,4.0,3.8,3.2,"Hey Brian, thanks for stopping by!",0.5,0.3999999999999999,2,2,emobank_Seedbombing_5588_5622
Nathans_Bylichka_58041_58074,train,3.8,3.7,3.6,"“My fuckin’ hero,” she whispered.",0.3999999999999999,0.3500000000000001,2,2,emobank_Nathans_Bylichka_58041_58074
warner1_951_1024,train,3.71,3.71,3.14,DTV is the SMARTEST and most exciting innovation to happen to television.,0.355,0.355,2,2,emobank_warner1_951_1024
