id,emotion,intensity,domain,domain_label,matched_control_id,word_count,text,condition,pair_id
N-rage-d1-c2,neutral,none,1,Financial-Betrayal-Matched (Financial/Interpersonal Settings),B-rage-d1-v2,84,"She found the second set of projections on a Tuesday. The updated ones. The ones her business partner of fourteen years had been working on in a folder labeled ""Q3 Forecasts."" Fourteen years of growth documented in invoices, client payments, and vendor relationships across three states. She sat at her desk and reviewed the numbers. The figures matched the annual report. She had built this company from a single client and a rented desk, and the quarterly review confirmed the trajectory was holding steady.",neutral,N-rage-d1-c2
N-rage-d2-c1,neutral,none,2,Institutional-Injustice-Matched (Institutional/Civic Settings),B-rage-d2-v1,74,"The review board published its quarterly report. Twelve cases reviewed, all resolved within the standard processing window. The department had updated its filing procedures following an audit recommendation — the same recommendation that had been implemented across three other district offices. His wife read the summary at the kitchen table while their son did homework in the next room. The board's letterhead had been redesigned with the department's updated logo printed along the bottom.",neutral,N-rage-d2-c1
N-rage-d2-c2,neutral,none,2,Institutional-Injustice-Matched (Institutional/Civic Settings),B-rage-d2-v2,81,The hospital had sent her the itemized statement. The surgery had been scheduled and completed as planned. The follow-up appointment was set for six weeks out. She had received a letter from the billing department confirming that her insurance had covered the standard portion. The original consent form was eleven pages long. She had signed it in the admissions office on a clipboard at the front desk. The billing department's letter included a patient satisfaction survey and a prepaid return envelope.,neutral,N-rage-d2-c2
N-grief-d1-c2,neutral,none,1,Bereavement-Matched (Domestic/Medical Settings),B-grief-d1-v2,84,"The woman at the front desk asked her to sign for the package. A box with a shipping label from the supplier. Inside were three folders and a USB drive. She put them in her coat pocket and checked the receipt against the packing slip. Outside, the parking lot was filling up with the afternoon shift. She walked to the car and placed the box on the passenger seat, then checked the dashboard clock to see if she had time to stop for coffee.",neutral,N-grief-d1-c2
N-terror-d1-c2,neutral,none,1,Physical-Threat-Matched (Domestic/Vehicular Settings),B-terror-d1-v2,95,"The man in the parking garage was walking toward the same elevator bank. She turned left at the row marker. He continued straight ahead toward the stairwell. She stopped at her car and checked her bag for the parking ticket. He was several cars away, talking on his phone as he walked. She beeped her car open and loaded the shopping bags into the trunk. The elevator was two rows ahead, but she was parked closer to the exit ramp. The overhead lights buzzed faintly. She checked her mirrors and pulled out of the space.",neutral,N-terror-d1-c2
N-terror-d2-c2,neutral,none,2,Medical-Crisis-Matched (Hospital/Clinical Settings),B-terror-d2-v2,102,"The nurse had pressed the button above the bed to call for a supplies restock. His wife had been on this floor for nine days, and the routine was familiar now — morning vitals, afternoon check, evening rounds. The nurse adjusted the IV line and noted the readings on her tablet. Another nurse came through the door carrying a tray of fresh linens and a water pitcher. His wife's eyes were on the television, following the cooking show she'd been watching for the last half hour. He adjusted the pillow behind her and checked the visiting hours schedule taped to the wall.",neutral,N-terror-d2-c2
N-terror-d3-c1,neutral,none,3,Psychological-Threat-Matched (Domestic/Communication Settings),B-terror-d3-v1,106,"The third letter was from the neighborhood association, like the others. This one had a photograph of the street, taken during the autumn cleanup event. The timestamp on the back showed it was from three weeks ago. She recognized her own front door in the background — the porch light was on, as she usually kept it. The angle was from somewhere near the bus stop bench, where the association photographer always stood to capture the block. She walked to the window to check if the recycling bins were at the curb. The bench across the street was empty. The next association meeting was on Thursday.",neutral,N-terror-d3-c1
N-ecstasy-d1-c1,neutral,none,1,Achievement-Matched (Professional/Competitive Settings),B-ecstasy-d1-v1,110,"The email confirmed receipt of her grant application. ""The committee will review all submissions by March 15."" She read it and noted the date in her calendar. The lab was empty because it was 6 a.m. and she'd come in early to catch up on paperwork. She checked the submission portal to verify the attachments had uploaded correctly. All four documents showed a green checkmark. She walked to the window and opened it to let in some air — the ventilation system didn't start until seven. She picked up her phone and texted her colleague that the application had gone through, then turned to the stack of ungraded lab reports.",neutral,N-ecstasy-d1-c1
N-ecstasy-d1-c2,neutral,none,1,Achievement-Matched (Professional/Competitive Settings),B-ecstasy-d1-v2,92,"His name was on the roster for the next testing session. He confirmed the date and room number and noted that the format had changed from the previous year — two sections instead of three. He had been preparing for several months, using the study materials his colleague had recommended. His wife had helped him organize the schedule, blocking off evenings after their daughter's bedtime. The roster listed forty-three candidates for this session. He took a photograph of the posting for his records, then checked the parking information for the testing center.",neutral,N-ecstasy-d1-c2
N-ecstasy-d2-c2,neutral,none,2,Connection-Matched (Interpersonal/Domestic Settings),B-ecstasy-d2-v2,94,"The letter was from the homeowner's association. She opened it at the mailbox and scanned the contents. The second paragraph confirmed the annual assessment amount, unchanged from last year. She and her wife had owned the house for twenty-seven months. The process of buying had involved inspections, appraisals, title checks, insurance reviews, and several rounds of paperwork with the mortgage company. The spare bedroom down the hall was currently set up as a home office. The letter also included the schedule for the annual neighborhood meeting and a reminder about the updated parking regulations.",neutral,N-ecstasy-d2-c2
N-ecstasy-d3-c1,neutral,none,3,Discovery-Matched (Research/Exploration Settings),B-ecstasy-d3-v1,97,"He had been reviewing the data for three days, preparing the quarterly summary. The trends matched the previous quarter's projections. He built the standard visualizations — bar charts for the monthly totals, a line graph for the year-over-year comparison. The formatting matched the template the department used for all client reports. He checked the axis labels and the legend placement. He saved the file and walked to the printer to collect the hard copies. The report was due by Friday, which gave him a day to incorporate any feedback from the review meeting scheduled for Thursday afternoon.",neutral,N-ecstasy-d3-c1
N-ecstasy-d3-c2,neutral,none,3,Discovery-Matched (Research/Exploration Settings),B-ecstasy-d3-v2,101,"She had been diving the same reef for twenty years as part of the annual marine survey. The tide was at the predicted level for this time of year. She followed the standard transect line, recording fish species counts and coral coverage percentages on her underwater slate. The visibility was typical for the season — about fifteen meters. She noted the presence of the usual indicator species at each survey point. She had forty minutes of air remaining, which was on track for the planned dive profile. She completed the final transect and began her ascent at the standard safety rate.",neutral,N-ecstasy-d3-c2
N-loathing-d1-c1,neutral,none,1,Moral-Disgust-Matched (Institutional/Professional Settings),B-loathing-d1-v1,88,"The charity's annual report showed that the majority of each dollar was distributed across program areas as outlined in the budget. The remainder covered standard operating costs: office leases, staff salaries, accounting services. The director's travel records were filed with the expense reports — economy flights, standard hotels near the regional offices. One receipt was for a working dinner with the local program coordinator. The director's signature was on the expense report and the quarterly summary. The annual audit had been completed and filed with the regulatory body.",neutral,N-loathing-d1-c1
N-loathing-d1-c2,neutral,none,1,Moral-Disgust-Matched (Institutional/Professional Settings),B-loathing-d1-v2,91,"The factory had passed inspection every year for a decade. The inspector was assigned through the standard regional rotation. The inspection records were in the public database, cross-referenced with the facility's maintenance logs. The workers' medical claims were tracked through the company's occupational health program. The factory's ventilation system had been upgraded according to the maintenance schedule, with each unit's installation date and serial number documented. A photograph of the ventilation system, taken during the most recent inspection, showed the current model, installed in 2022, with the updated compliance certification attached.",neutral,N-loathing-d1-c2
N-loathing-d2-c1,neutral,none,2,Visceral-Revulsion-Matched (Domestic/Environmental Settings),B-loathing-d2-v1,98,"The apartment had been vacant for two weeks during the turnover period. The previous occupant had moved out on schedule, and the cleaning crew had been through the unit. The kitchen counter was cleared, with a few scuff marks that would be covered by the new shelf liner. The refrigerator door was slightly open, propped with a folded towel to prevent odor buildup — standard procedure between tenants. She stepped inside and checked each room against the move-in inspection checklist. The floors had been cleaned. She noted the counter scuffs on the form and continued to the bathroom.",neutral,N-loathing-d2-c1
N-loathing-d2-c2,neutral,none,2,Visceral-Revulsion-Matched (Domestic/Environmental Settings),B-loathing-d2-v2,107,"The restaurant kitchen was visible through a window in the hallway leading to the restroom. He glanced in as he passed. The cutting boards were color-coded — green for vegetables, red for meat — lined up along the stainless steel counter. The floor near the sink was wet from the wash-down between service rounds. A container of olive oil was open on the prep station, next to a row of measured ingredients for the next course. He walked back to the table. His plate had arrived while he was away. The presentation matched the description on the menu. He unfolded his napkin and picked up his fork.",neutral,N-loathing-d2-c2
N-loathing-d3-c2,neutral,none,3,Social-Betrayal-Matched (Public Figure/Institutional Settings),B-loathing-d3-v2,88,"The politician had served three terms on the regional council. Her platform included infrastructure improvement, and she had sponsored two amendments to the transportation budget. Her voting record was public and reflected a consistent position on municipal spending priorities. Her financial disclosures were filed annually with the ethics board, listing her income sources and any outside consulting work. Her consulting firm, which predated her political career, provided services to several municipal contractors. The firm was registered to a commercial office park on the east side of the district.",neutral,N-loathing-d3-c2
N-amazement-d1-c1,neutral,none,1,Natural-Phenomenon-Matched (Outdoor/Environmental Settings),B-amazement-d1-v1,116,"She had pulled over because the road was too dark to drive safely. When she got out of the car to check the tires, she looked up. The sky was clear, with the usual scattering of stars visible away from the city. She had checked the weather forecast before leaving, and the conditions matched — no cloud cover, low humidity. The visibility was typical for this latitude and time of year. She could identify the standard constellations and the brighter planets near the horizon. She walked around the car, confirmed the tires were fine, and checked her phone for the remaining distance. A car passed in the other lane. She got back in and continued driving.",neutral,N-amazement-d1-c1
N-amazement-d2-c1,neutral,none,2,Human-Capability-Matched (Emergency/Performance Settings),B-amazement-d2-v1,115,"The building was undergoing a scheduled fire drill from the fourth floor up. The crowd of employees gathered at the designated assembly point behind the barrier. A safety officer on the fifth floor signaled from the window that the floor had been cleared. The fire marshal went through the front entrance to verify the evacuation timeline. He appeared at each floor in sequence, checking the stairwells and marking his clipboard. The employees came down the main staircase in the order specified by the evacuation plan. The marshal exited the building and noted the total elapsed time. He was wearing his standard-issue vest and carrying a clipboard. The building was cleared in under the target time.",neutral,N-amazement-d2-c1
N-amazement-d2-c2,neutral,none,2,Human-Capability-Matched (Emergency/Performance Settings),B-amazement-d2-v2,112,"The pianist had been performing with this orchestra for nine years. The program listed the piece as a concerto from the standard repertoire. The audience read the program notes, which included background on the composer and the performance history. She sat down and placed both hands on the keys. The orchestra began the introduction, and she entered at the marked measure. The performance followed the score — the left hand carrying the bass line, the right hand the melody, with the standard dynamic markings observed throughout. The audience followed along, some with printed programs. The last note ended and the applause began promptly, followed by the customary standing acknowledgment from the soloist.",neutral,N-amazement-d2-c2
N-admiration-d1-c1,neutral,none,1,Competence-Matched (Professional/Craft Settings),B-admiration-d1-v1,115,"The apprentice had been working with the glassblower for four years. In that time he had learned the standard techniques for pipe rotation, shaping, and annealing. Each session followed the guild's curriculum — foundational skills in the first year, intermediate forms in the second, and independent projects by the third. She demonstrated each technique at the standard pace, and he practiced until the results met the quality benchmarks. He had recorded several sessions on video for his portfolio, comparing his progress to the sample work in the guild archive. His skill had improved on the expected timeline. He was in his fourth year, and the next milestone was the journeyman assessment scheduled for the spring.",neutral,N-admiration-d1-c1
N-admiration-d2-c2,neutral,none,2,Moral-Character-Matched (Professional/Institutional Settings),B-admiration-d2-v2,109,"The woman had been a licensed foster care provider for twenty-two years. She worked within the standard placement system, coordinating with the caseworkers assigned to each child. She had hosted multiple placements over the years, following the guidelines for housing, meals, and educational support. Each placement had a case plan with documented milestones and transition timelines. She maintained the required records — medical appointments, school reports, behavioral notes — and submitted them to the agency on the regular schedule. The caseworker conducted home visits quarterly. The refrigerator had a calendar with appointment dates and a list of emergency contact numbers. Her license had been renewed on the standard cycle.",neutral,N-admiration-d2-c2
N-admiration-d3-c1,neutral,none,3,Resilience-Matched (Recovery/Personal Settings),B-admiration-d3-v1,109,"The woman had hired a contractor to repair the house after the flood. The water damage had affected the lower sections — flooring, lower walls, wiring, and plumbing. Insurance covered the standard remediation costs. The contractor was a licensed firm recommended by the insurance adjuster. The work followed the building code requirements for flood-damaged structures. It took approximately four months, which was within the typical timeline for this scope. The building inspector signed off on the final permit, and the wiring and plumbing met the current code specifications. Her neighbors had checked in during the construction period. She thanked them and said the contractor was handling everything on schedule.",neutral,N-admiration-d3-c1
N-admiration-d3-c2,neutral,none,3,Resilience-Matched (Recovery/Personal Settings),B-admiration-d3-v2,110,"He had applied to the program through the standard admissions process. The application required transcripts, a statement, and three references. He submitted the materials by the March deadline and received the decision within the standard notification window. He worked during the day as a technician in the building's equipment department. The program had an acceptance rate consistent with other graduate programs in the field. He was forty-one years old, which placed him within the range of non-traditional applicants the program actively recruited. The admissions office confirmed his enrollment and sent the orientation packet. He would begin in the fall semester, attending classes in the same building where he currently worked.",neutral,N-admiration-d3-c2
N-vigilance-d1-c2,neutral,none,1,Protective-Watch-Matched (Parental/Supervisory Settings),B-vigilance-d1-v2,118,"His daughter was learning to ride a bicycle. She was at the top of the driveway, which had a gentle slope down to the sidewalk. He stood near the mailbox, watching her practice the starting motion — one foot on the pedal, the other pushing off from the ground. He'd checked the brakes before they started, and the tire pressure was at the level recommended for her weight. A car turned onto the street two blocks away and pulled into a driveway halfway down the block. His daughter made it to the bottom of the driveway and put both feet down. He gave her a thumbs-up and she walked the bike back to the top to try again.",neutral,N-vigilance-d1-c2
N-vigilance-d2-c2,neutral,none,2,Strategic-Anticipation-Matched (Professional/Decision Settings),B-vigilance-d2-v2,116,"The negotiator had been in the conference room for seven hours. The session had followed the standard mediation format — opening statements, individual caucuses, and joint discussion periods. He had a diagram in his notebook — a timeline of each phase, marked by the hour. The last forty minutes had been a scheduled break. Both parties had used the time to review documents and consult with their attorneys in separate rooms. The mediator checked the clock and noted that the break was ending in five minutes. He reviewed his notes from the afternoon session — three items had been resolved, two remained. He signaled to the clerk to prepare the summary documents for the next round.",neutral,N-vigilance-d2-c2
N-vigilance-d3-c1,neutral,none,3,Environmental-Scanning-Matched (Monitoring/Patrol Settings),B-vigilance-d3-v1,128,"The ranger had been in the observation post since early morning as part of the seasonal wildlife census. The report from the previous shift documented three sightings of the target species within the survey area. She had a map with the standard survey quadrants marked in a grid pattern. The quadrant she was covering included the main trail and the creek crossing. The ground was dry, which made visibility good from the elevated position. She scanned left to right through the binoculars at the scheduled intervals, logging each sighting on the data sheet. She had been on shift for five hours, with two hours remaining. The coffee thermos was next to her pack, and she poured a cup during the mid-morning break, noting the time on the log.",neutral,N-vigilance-d3-c1
