id,emotion,intensity,domain,domain_label,matched_control_id,word_count,text,condition,pair_id
B-vigilance-d3-v2,vigilance,peak,3,Environmental scanning (predator awareness),N-vigilance-d3-c2,134,"The pilot was flying the approach in fog. The runway was visible only on instruments. The crosswind had been reported as twelve knots from the left, but the windsock readings from the last three aircraft had varied between nine and sixteen, which meant the wind was gusting in a pattern the reports couldn't capture. She was tracking the airspeed indicator and the glideslope needle and the heading and the altitude and the rate of descent. Five instruments, all simultaneously, because at this point in the approach any one of them departing from its target value by a specific margin would require a go-around, and the margin was different for each instrument, and the margins were shrinking as the altitude decreased. The runway should become visible at two hundred feet. She was at three hundred.",affective,B-vigilance-d3-v2
B-vigilance-d3-v3,vigilance,peak,3,Environmental scanning (predator awareness),N-vigilance-d3-c3,144,"The mother was walking her children home from school. The route was six blocks. On the third block, a car she had seen on the first block appeared again, moving slowly in the same direction. It was a gray car with tinted windows and it was in the right lane, the lane closest to the sidewalk. She moved her children to the inside of the sidewalk, between herself and the building wall. She noted the license plate. She noted the first three characters and repeated them silently. At the fourth block, the car turned right and was gone. At the fifth block, she saw it again, now approaching from the opposite direction. Same car. Same lane. She took out her phone and called her husband and said, ""Stay on the line. We're six minutes away. I'm going to read you a license plate number.""",affective,B-vigilance-d3-v3
B-rage-d4-v1,rage,peak,4,Caregiving responsibility (dependent in your charge),N-rage-d4-c1,98,"The daycare's incident report was a single paragraph. His son had been
in the supply closet for two hours. The door had a lock on the outside.
His son was three. The teacher had written ""time-out duration extended""
on the form. The director left a voicemail at 10:15 AM — while he was
at work, not after. He picked up his son at 5:30. The boy's pants were
wet. The supply closet was four feet by six feet. He knew because he
went back that evening and measured it. He stood inside. He measured it
again.",affective,B-rage-d4-v1
B-rage-d4-v2,rage,peak,4,Caregiving responsibility (dependent in your charge),N-rage-d4-c2,106,"His mother had a bruise on her upper arm in the shape of four fingers.
She was eighty-three and she had not fallen. She had told him this three
times. The facility's report said ""patient found on floor, self-transferred
from bed."" He asked to see the incident log. The log had no entry for
that date. He asked to see the camera footage. The hallway camera had
been offline for maintenance for eleven days. He asked who had been on
shift. Three different staff members were listed. He asked his mother
again. She held up her arm and pointed at the marks. She pointed at
each one.",affective,B-rage-d4-v2
B-rage-d5-v2,rage,peak,5,Inheritance/legacy (intergenerational discovery),N-rage-d5-c2,108,"Her mother had kept a folder labeled ""Not Sent"" in the bottom drawer
of the filing cabinet. Seven letters to the school board, dated across
four years. Each one described what had been done to her — the girl
she'd been, what was happening at that school. The letters were detailed.
They named the teacher. They cited dates. They quoted specific words
that had been said to her in class. Her mother had written all of it
down. Every incident. And mailed none of it. Her mother had sat across
from her at the kitchen table and said ""it builds character"" while the
drafts accumulated in the drawer. Seven letters. All stamped. None sent.",affective,B-rage-d5-v2
B-rage-d5-v4,rage,peak,5,Inheritance/legacy (intergenerational discovery),N-rage-d5-c4,105,"The deed was in the strongbox with the rest of his grandmother's papers.
The original, from 1962. Attached was a condemnation order issued
against the previous owners — a family whose name he recognized because
it was still on the mailbox of the empty lot three houses down. His
grandmother had paid one-fifth of the assessed value. The signatures on
the condemnation order included a county official who shared his
grandmother's maiden name. He had grown up in this house. He had
inherited this house. He had raised his children in it. The lot three
houses down was still empty. He read the deed again. He read the
condemnation order again.",affective,B-rage-d5-v4
B-rage-d6-v1,rage,peak,6,Public witness (stranger encounter in shared space),N-rage-d6-c1,101,"The man on the platform had dropped his groceries. Oranges rolled toward
the edge. He was trying to pick them up. He had a cane. Two transit
officers told him to move. He said the oranges. They said move. He
reached for one near the edge and an officer took his arm — the arm
with the cane. The cane hit the concrete. The man went down on one
knee. Fourteen people stood on the platform. The security camera was
mounted six feet above the bench. She looked at the fourteen people.
She looked at the camera. She looked at the fourteen people. None of
them had moved.",affective,B-rage-d6-v1
B-grief-d4-v1,grief,peak,4,Caregiving responsibility (dependent in your charge),N-grief-d4-c1,106,"She visited him on Tuesdays and Saturdays. Three years now. The room
was the same. The bed was made by someone else. He was in the chair by
the window. She put the bag of oranges on the table — the same thing
she brought every time. He looked at the bag. He looked at her. His
eyes moved across her face the way they moved across the nurse's face,
the orderly's, the woman who delivered meal trays. She peeled an orange
and set the sections on a napkin. He ate one. She said his name. He
chewed. She said it again. He reached for another section.",affective,B-grief-d4-v1
B-grief-d4-v2,grief,peak,4,Caregiving responsibility (dependent in your charge),N-grief-d4-c2,105,"The room upstairs was the same as the day she left for the trip. Her
father had kept it that way. The track trophies on the shelf. The
running shoes by the door, still laced the way she laced them — tight
on the left, loose on the right. The college brochures were fanned out
on the desk. She was downstairs now, in the room they had built when
the house needed to become something different. The wheelchair fit
through the new doorway. The trophies did not need to be moved.
Nothing upstairs needed to be moved. He closed the door the way he
closed it every evening and went downstairs.",affective,B-grief-d4-v2
B-grief-d4-v3,grief,peak,4,Caregiving responsibility (dependent in your charge),N-grief-d4-c3,105,"He bathed his father every morning at seven. His father had been a man
who built fences and dug post holes by hand. That was thirty years ago.
Now he lifted him from the bed to the chair and from the chair to the
bath. Eighty-one pounds. He knew the number because the visiting nurse
weighed him every Thursday. His father's hands rested in the water.
They were the same hands. He washed them with a cloth, one finger at a
time, the way his father had once washed the dog, the car, the tools.
His father's eyes were open. They were not looking at anything in the
room.",affective,B-grief-d4-v3
B-grief-d4-v4,grief,peak,4,Caregiving responsibility (dependent in your charge),N-grief-d4-c4,102,"The social worker arrived at nine. The bag was by the door — three
shirts, two pairs of pants, the stuffed rabbit he would not sleep
without, a toothbrush she had bought because the one he came with had
been used flat. He had been with her for eleven months. She signed the
paperwork at the kitchen table. The boy was watching cartoons. He was
wearing shoes she had bought. The social worker picked up the bag. It
weighed almost nothing. She had put a note inside with her phone
number, folded into the shape of a star. The boy did not know they
were leaving yet. He was watching cartoons.",affective,B-grief-d4-v4
B-grief-d5-v1,grief,peak,5,Inheritance/legacy (intergenerational discovery),N-grief-d5-c1,103,"The workbench in the garage had a half-built birdhouse on it. Her
father had started it the week before the diagnosis. The sides were cut
and sanded. He had drawn pencil lines where the nails were supposed to
go. A bag of finishing nails sat next to the wood, still sealed. The
instructions were printed from the internet, folded under the base,
with notes in his handwriting — ""drill first,"" ""sand again,"" and at
the bottom, ""for the backyard, near the kitchen window, so she can see
it from the sink."" She left everything where it was. She went to the
kitchen window and looked at the yard.",affective,B-grief-d5-v1
B-grief-d5-v2,grief,peak,5,Inheritance/legacy (intergenerational discovery),N-grief-d5-c2,107,"The box in the attic held her grandmother's correspondence from 1963
to 1966. Forty-two letters to a conservatory in Vienna. Forty-two
responses. Her grandmother had been accepted twice. Both times, a
letter followed — not to Vienna but to the family, explaining she
would not be coming. The reasons were listed: her husband's business,
the children's schooling, the cost. Her grandmother had played piano
in the living room every evening for fifty years after that. The bench
still had a groove where she sat. The keys had been cleaned every
Sunday. No one in the family had known she'd been accepted. No one had
known there was anything to accept.",affective,B-grief-d5-v2
B-grief-d5-v3,grief,peak,5,Inheritance/legacy (intergenerational discovery),N-grief-d5-c3,104,"The box was labeled ""Danny — school"" in their mother's handwriting. It
had been in the storage room for twenty-six years. Inside: report
cards, a science fair ribbon, a crayon drawing of a house with five
windows, and a college savings passbook. The first deposit was
twenty-five dollars, dated September 1989. The deposits continued
monthly — fifteen, twenty, forty dollars — through March 1997. Then
they stopped. Danny was fourteen in March 1997. The passbook had a
balance of four hundred and eleven dollars. The account was still open.
No one had closed it. She turned to the last page. Her mother's
handwriting again, in the margin: the name of a university and a
question mark.",affective,B-grief-d5-v3
B-grief-d5-v4,grief,peak,5,Inheritance/legacy (intergenerational discovery),N-grief-d5-c4,107,"His father had kept a single folder behind the tax returns, filed
under ""M."" Inside was a completed application to a medical school in
another country, dated 1981. Every line was filled in. The essay was
handwritten, eight pages, in the language his father spoke only at home
and only to his own mother. A passport photo was paper-clipped to the
front — his father at twenty-four, wearing a jacket. The application
had never been submitted. Stapled to the back was a receipt for a
one-way ticket. Someone had written ""deposit: non-refundable"" across
the top. His father had driven a taxi for thirty-seven years. The
medallion was in the same folder.",affective,B-grief-d5-v4
B-grief-d6-v1,grief,peak,6,Public witness (stranger encounter in shared space),N-grief-d6-c1,104,"The bench at the bus stop on Ninth Street had a brass plate: ""For Eli,
who sat here every morning. — Ruth."" Under it, a glass jar with dried
flowers that had lost their color. Next to the jar, a bus pass in a
plastic sleeve. The pass had been expired for over a year. She sat on
the bench to wait for the 9:15. A man across the street ate a sandwich.
The flowers had been trimmed at an angle and placed upright in the jar.
The 9:15 came. She got on. Through the window she could see the bench
and the jar and the bus pass that no one was going to use and no one
had moved.",affective,B-grief-d6-v1
B-grief-d6-v2,grief,peak,6,Public witness (stranger encounter in shared space),N-grief-d6-c2,107,"He watched the old man at the next table signal the waiter and ask for
the second place setting to be removed. The waiter took the plate, the
glass, the napkin, the silverware. The table looked larger afterward.
The old man unfolded his napkin and placed it on his lap. He ordered
the same thing twice — the waiter said just the one, and the old man
looked at the empty side of the table and said yes, just the one. He
cut his food into pieces and ate without looking up. When he was
finished, he placed his napkin over the plate and sat for a while. The
restaurant was closing. He was the last one there.",affective,B-grief-d6-v2
B-grief-d6-v3,grief,peak,6,Public witness (stranger encounter in shared space),N-grief-d6-c3,104,"The flyer on the lamppost outside the pharmacy read ""MISSING"" above a
photo of an orange cat. ""Answers to Milo. Last seen October 3."" It was
now February. The tape had yellowed. The photo had faded until the cat
was a shape more than a face. Someone had written a phone number in
marker at the bottom. The marker had bled in the rain. Below it, in
smaller handwriting: ""He is an indoor cat. He does not know outside.""
The flyer had been there for four months. No one had called the number
and no one had taken it down. She walked past it. She walked back. She
read it again.",affective,B-grief-d6-v3
B-grief-d6-v4,grief,peak,6,Public witness (stranger encounter in shared space),N-grief-d6-c4,108,"The woman at the counter was buying stamps when her phone rang. She
answered it and listened. She placed the stamps on the counter. She
placed the wallet next to the stamps. The clerk waited. The woman said
""when"" into the phone. Then she said nothing else for a long time. The
clerk pushed the stamps toward her. The woman did not pick them up. The
line was four people deep. No one spoke. After a while she put the
phone in her pocket. She looked at the stamps and the wallet on the
counter. She picked up the wallet. She left the stamps. She walked
out. The door closed behind her. The clerk put the stamps back in the
drawer.",affective,B-grief-d6-v4
B-terror-d4-v1,terror,peak,4,Caregiving responsibility (dependent in your charge),N-terror-d4-c1,103,"The teacher said his daughter had been picked up at 2:45. He was
standing in the office at 3:10. He had not authorized anyone to pick
her up. The sign-out sheet had a signature that was not his, not his
wife's, not his mother's. The name written next to it was one he did
not recognize. He said this to the woman at the desk. She looked at
the sheet. She picked up the phone. His daughter's backpack was not on
the hook. Her coat was not in the cubby. The parking lot camera was
being reviewed. The clock above the desk said 3:14.",affective,B-terror-d4-v1
B-terror-d4-v3,terror,peak,4,Caregiving responsibility (dependent in your charge),N-terror-d4-c3,100,"The baby monitor showed the crib at 2:17 AM. The crib was empty. She
was in the hallway before the next second. The nursery door was open —
she had closed it. The blanket was pushed to one side. The window was
shut. She looked in the closet. Under the crib. Behind the rocker.
She stood in the center of the nursery. The house was silent. She
checked the next room. The bathroom. Back to the nursery. Still empty.
She went to the top of the stairs and listened. From the floor below,
a sound — not the furnace, not the pipes, not anything the house made
at this hour.",affective,B-terror-d4-v3
B-terror-d4-v4,terror,peak,4,Caregiving responsibility (dependent in your charge),N-terror-d4-c4,91,"She told him to stay in the waiting room. The appointment took fifteen
minutes. When she came back, the room was empty. His jacket was on the
chair. His coloring book was open, the crayon on the page mid-stroke.
The receptionist had not seen him leave. The front door had a chime —
it had not sounded. She walked to the hallway. Three doors. Two
closed. The third open, leading to a stairwell. She looked down the
four flights. The stairwell was lit and empty. The door at the bottom
was still settling on its hinges.",affective,B-terror-d4-v4
B-terror-d5-v1,terror,peak,5,Inheritance/legacy (intergenerational discovery),N-terror-d5-c1,98,"The letter was in her mother's desk, in an envelope opened and resealed
with tape. Dated two months before her mother's death. From a law firm
she did not recognize. It referenced a case number and a person by
name — someone her mother had never mentioned. The final paragraph
stated that the individual had been released and that protective
provisions were no longer in effect as of a date that had already
passed. Her mother's address was on the letter. This address. Her name
was not on it. Her mother's was. Her mother was no longer here. The
person named in the letter was.",affective,B-terror-d5-v1
B-terror-d5-v2,terror,peak,5,Inheritance/legacy (intergenerational discovery),N-terror-d5-c2,104,"The filing cabinet in his father's study had a locked drawer. The key
was in the ceramic dish on the shelf. Inside: medical records from a
clinic in another state, dated 1994. His father's name. A test result
circled in ink. Below it, a note from a genetic counselor: ""50%
transmission probability per generation. Recommend testing all
first-degree relatives. Onset typically 40-55."" His father had been
tested in 1994 and told no one. The note was thirty-two years old. He
was forty-three. His son was twelve. He looked at the date on the
note. He looked at the age range. He counted the years.",affective,B-terror-d5-v2
B-terror-d5-v3,terror,peak,5,Inheritance/legacy (intergenerational discovery),N-terror-d5-c3,107,"In the attic, behind the insulation, he found a metal box his
grandfather had welded shut and someone had later pried open. Inside: a
passport from a country that no longer existed, with his grandfather's
face and a stranger's name. A different date of birth. Beneath it, a
second set of documents — current, not vintage. Updated. The most
recent renewal date was eight months ago. His grandfather had been dead
for two years. Someone had renewed documents in a name that was not his
grandfather's, using his grandfather's photograph, eight months ago.
The box had been pried open. He had not pried it open. He put the box
back where he found it.",affective,B-terror-d5-v3
B-terror-d5-v4,terror,peak,5,Inheritance/legacy (intergenerational discovery),N-terror-d5-c4,107,"The home inspector's report was in the closing folder, filed
twenty-three years ago. It mentioned a sealed basement section behind
the south wall — ""inaccessible, pre-existing condition, not
evaluated."" He had never seen a sealed section. He went to the south
wall and knocked. The sound was hollow. He measured the exterior of the
house and the interior. The numbers did not match by four feet. He put
his ear to the wall. Nothing. He went upstairs and searched the
property records. The house had been vacant for six years before his
parents bought it. The previous owner had no death certificate on
file. No forwarding address. The wall had been sealed from the inside.",affective,B-terror-d5-v4
B-terror-d6-v2,terror,peak,6,Public witness (stranger encounter in shared space),N-terror-d6-c2,97,"He was standing in the plaza when the crowd changed direction. It
started at the far end — people turning, walking faster, some of them
running. No sound. No sirens. Row by row, the people nearest whatever
was happening turned and moved, and then the next row turned, and the
next. He was eight rows back. The source was not visible from where he
stood. Seven rows now. Six. The woman next to him picked up her bag
and ran. He was standing still. The rows kept collapsing toward him.
Five. Four. He still could not see past the bodies. Three.",affective,B-terror-d6-v2
B-terror-d6-v4,terror,peak,6,Public witness (stranger encounter in shared space),N-terror-d6-c4,103,"The man in the waiting room had been sitting across from her for
twenty minutes. His bag was on the floor between his feet. Every three
minutes he looked at the clock, then at the door, then adjusted the
bag with his foot — forward, then back. She counted four cycles. On
the fifth, he checked the clock, checked the door, and stood up. He
left the bag. He walked out without it. She looked at the bag.
Olive-colored, full enough to hold its shape. The zipper was closed.
The man did not come back. She counted the people in the room. Eleven.
She counted the exits. One.",affective,B-terror-d6-v4
B-ecstasy-d4-v1,ecstasy,peak,4,Caregiving responsibility (dependent in your charge),N-ecstasy-d4-c1,108,"The speech therapist had been working with his daughter for two years.
Twice a week, forty-five minutes. Flashcards, mouth exercises, tongue
placement drills. His daughter was four. She had not produced a
recognizable word. He was in the kitchen when the therapist called
from the session room. She said ""stay on the line"" and held the phone
toward his daughter. A sound came through the speaker. It was his
name. Not clearly. Not fully. But the consonant was right and the
vowel was right and it was directed at the phone because the therapist
had said ""tell Daddy."" He put the phone on the counter. He picked it
up. She said it again.",affective,B-ecstasy-d4-v1
B-ecstasy-d5-v1,ecstasy,peak,5,Inheritance/legacy (intergenerational discovery),N-ecstasy-d5-c1,105,"The scholarship had been anonymous. She had accepted that fifteen
years ago — a letter informing her that a private donor had covered
full tuition for four years. She graduated. She built a career. Her
name was above a door now. Her mother died in April. In the filing
cabinet: a second mortgage on the house, dated the same month as the
scholarship letter. The monthly payments matched the quarterly tuition
exactly. Her mother had been a secretary. She had never mentioned the
mortgage. The house was paid off. The last payment was dated three
months before the diagnosis. She held the mortgage paper and the
scholarship letter side by side. The numbers matched.",affective,B-ecstasy-d5-v1
B-ecstasy-d5-v2,ecstasy,peak,5,Inheritance/legacy (intergenerational discovery),N-ecstasy-d5-c2,105,"The canvases were in the barn behind her grandfather's house.
Forty-three of them, wrapped in bedsheets. Her grandfather had been a
house painter for forty-one years. He had never mentioned them. She
unwrapped the first one and held it to the light from the barn door.
She unwrapped the second. The third. By the seventh she had stopped
counting and started lining them against the wall. The colors were
specific. The compositions were deliberate. They were not the work of
someone learning. They were the work of someone who already knew.
Forty-three paintings. Forty-one years of houses. He had done this in
the barn, alone, and told no one.",affective,B-ecstasy-d5-v2
B-ecstasy-d5-v4,ecstasy,peak,5,Inheritance/legacy (intergenerational discovery),N-ecstasy-d5-c4,108,"The envelope was taped inside the family Bible. His father's
handwriting on the front: ""Open when you have a son."" His son was
three weeks old. The envelope had been there since before he was born
— his father had died when he was two. He opened it. One page. The
letter described the day he was born: the weight, the time, the room
number, the song on the car radio driving to the hospital, the
temperature outside, the name of the nurse. At the bottom, a line:
""You are reading this, which means it worked."" He held the page. His
son was in the next room. He could hear him from where he stood.",affective,B-ecstasy-d5-v4
B-ecstasy-d6-v1,ecstasy,peak,6,Public witness (stranger encounter in shared space),N-ecstasy-d6-c1,108,"The woman at the coffee counter put down her phone and placed both
hands flat on the surface. The barista asked if she was all right. She
picked up the phone and looked at the screen again. She put both hands
on her head. She turned to the man behind her in line — a stranger —
and said something. The man's face changed. The woman walked outside.
She stood on the sidewalk. She walked back in and said it to a
different person. The second person put down their coffee. Someone
behind the register began clapping. The person beside them joined. The
woman was standing in the middle of the shop with her hands still on
her head.",affective,B-ecstasy-d6-v1
B-ecstasy-d6-v2,ecstasy,peak,6,Public witness (stranger encounter in shared space),N-ecstasy-d6-c2,103,"The violinist had been playing in the underpass for twenty minutes.
People walked past. Then she changed keys and began a piece that
started slow and did not stay slow. A man carrying groceries stopped
first. He put the bags down. A woman on the phone said ""hold on"" and
lowered it to her side. By the three-minute mark, fourteen people were
standing still in the underpass. All of them had been walking
somewhere. The violinist's case was open on the ground but no one was
looking at it. Her bow moved and the sound filled the concrete and the
tile and the space above them. When she finished, no one moved. Then
everyone moved at once.",affective,B-ecstasy-d6-v2
B-ecstasy-d6-v4,ecstasy,peak,6,Public witness (stranger encounter in shared space),N-ecstasy-d6-c4,107,"The arrivals gate opened and people came through one at a time. A man
came through carrying a duffel bag, scanning the faces. A woman thirty
feet to her left took three steps forward. The man saw her. He dropped
the bag — did not set it down, dropped it — and ran. She ran. They
met roughly halfway. They stood there. The stream of passengers
divided around them. Neither moved. The duffel bag was on the floor
thirty feet behind him. Her purse was on the floor where she had been
standing. Two bags, thirty feet apart, and the two people between them
standing still. Security walked past and looked at the bags and then
at the two people and kept walking.",affective,B-ecstasy-d6-v4
B-loathing-d4-v1,loathing,peak,4,Caregiving responsibility (dependent in your charge),N-loathing-d4-c1,105,"The camera had been in the bookshelf for two weeks. She reviewed the
footage after the sitter left. The first days were normal. By day
eight, the sitter stopped picking up the baby when sounds came from
the crib. On day eleven, she ate at the kitchen table for forty
minutes while sounds continued from the other room. On day twelve, the
sitter changed the diaper, looked at the rash, and applied nothing.
She closed the diaper. The daily log was on the counter. Every entry
read ""Good day, no issues."" She watched day twelve again. The sitter
had looked at the rash. She had looked directly at it and closed the
diaper.",affective,B-loathing-d4-v1
B-loathing-d4-v2,loathing,peak,4,Caregiving responsibility (dependent in your charge),N-loathing-d4-c2,100,"The facility tour showed the front wing — fresh paint, plants in the
hallway, a dining room with tablecloths. Her mother would be in the
back wing. On her second visit she took a wrong turn past the tour
route. The back wing had a different smell. Three doors were open. In
the first room, a woman sat facing a wall with no television. In the
second, a man was in bed at 2 PM, the food tray untouched and cold.
In the third, the sheets had a discoloration visible from the doorway.
The activity board in the back hallway was blank. The one in the front
hallway had been full.",affective,B-loathing-d4-v2
B-loathing-d4-v3,loathing,peak,4,Caregiving responsibility (dependent in your charge),N-loathing-d4-c3,103,"The recording was on her son's tablet. He had left the voice memo
running — he did this sometimes. The first eleven minutes were
classroom sounds. At minute twelve, two adults were speaking. One was
his teacher. She described her son to the aide. She used clinical
language, then dropped it. She described his presence in the classroom
as a scheduling problem. She said a sentence about what he would never
become. The sentence was specific. He was in the room when she said it
— his sounds were audible in the background. The teacher knew he was
there. The aide said nothing. The recording continued for four more
minutes. Neither adult mentioned him again.",affective,B-loathing-d4-v3
B-loathing-d4-v4,loathing,peak,4,Caregiving responsibility (dependent in your charge),N-loathing-d4-c4,102,"The pharmacy records arrived in a folder the group home sent by
mistake. Her sister's medication list had four prescriptions. Two she
recognized — the ones the doctor had discussed. The other two were
added without consultation. She looked up the names. One was a
sedative. The other was for behavioral suppression. The dosing log
showed both administered at 6 PM — one hour before the evening shift
change. The nightly notes since March read ""calm and compliant."" She
checked the March notes. ""Resident exhibited increased vocalization
during evening hours."" The next entry added the two prescriptions. The
entry after that: ""calm and compliant."" It was September.",affective,B-loathing-d4-v4
B-loathing-d5-v1,loathing,peak,5,Inheritance/legacy (intergenerational discovery),N-loathing-d5-c1,105,"The ledger books were in the basement with her grandfather's business
records, 1961 to 1988. The family called it a garment workshop. The
workers were listed by first name only. No last names. No addresses.
The pay column, adjusted for the years, was below minimum wage in
every entry. The ledger tracked ""advances"" — loans against future work
that kept each balance negative. No worker in twenty-seven years had a
positive balance. Not one. Her grandfather had left the family the
building. The building's value was built on the labor recorded by
first name in those columns. She counted the names. Thirty-one first
names and nothing else.",affective,B-loathing-d5-v1
B-loathing-d6-v1,loathing,peak,6,Public witness (stranger encounter in shared space),N-loathing-d6-c1,108,"The food cart had a line of twelve people. She was standing at an
angle that let her see behind the service window. The cook dropped a
piece of meat on the ground. He picked it up. He placed it on the
grill. He served it to the next person in line. The person took the
plate and walked away. She watched the cook prepare three more orders.
He used the same gloves for raw and cooked items. He wiped the prep
surface with a rag that had changed color from use. The line was still
twelve people long. None of them could see behind the window from
where they stood. She could.",affective,B-loathing-d6-v1
B-loathing-d6-v2,loathing,peak,6,Public witness (stranger encounter in shared space),N-loathing-d6-c2,100,"She was at the next table when the woman's phone rang. The woman
answered with a practiced voice — a counseling session, audible in the
phrasing. When the call ended, the woman turned to her companion and
described the caller by first name. She imitated the caller's speech.
Her companion laughed. She described another client. Then another.
Four clients discussed by name in eighteen minutes, each with a
specificity that came from professional sessions. The woman ordered
another drink. She did not lower her voice. The tables were three feet
apart. She was conducting sessions on a patio and performing the
clients for entertainment.",affective,B-loathing-d6-v2
B-loathing-d6-v3,loathing,peak,6,Public witness (stranger encounter in shared space),N-loathing-d6-c3,95,"The community garden tour included everything except the greenhouse.
He walked in anyway. The front beds held the plants from the website —
tomatoes, herbs, the pollinator garden that won an award. Inside the
greenhouse: commercial fertilizer bags stacked along the wall. The
brand was listed as prohibited in the garden's own organic
certification. The runoff channel led directly to the stream behind
the fence — the watershed the website called ""protected by our
sustainable practices."" The award plaque was mounted on the outside
wall, facing the tour path. It was visible from inside the greenhouse.",affective,B-loathing-d6-v3
B-loathing-d6-v4,loathing,peak,6,Public witness (stranger encounter in shared space),N-loathing-d6-c4,103,"The man at the counter was explaining why the woman's application had
been denied. He spoke slowly. She held a folder of supporting
documents. He did not open it. He listed the reasons. She offered the
folder again. He said the decision was final. She asked what she could
do. He said she could reapply in six months. She asked if someone else
could review it. He said he was the only one available. She stood at
the counter. He turned to his screen. Through the glass partition
behind him, three other people sat at three other desks. None of them
looked up. The woman closed the folder. She did not leave.",affective,B-loathing-d6-v4
B-amazement-d4-v2,amazement,peak,4,Caregiving responsibility (dependent in your charge),N-amazement-d4-c2,102,"Her mother had not recognized her in fourteen months. The doctors used
the word ""advanced."" She visited on Sundays and sat in the chair and
held her mother's hand and her mother looked at the wall. On this
Sunday, a piano in the common room was left open. Her mother stood up
without assistance, walked to the bench, and played a Chopin nocturne
from beginning to end. Both hands. No sheet music. Every note in its
correct place. Her mother had not played piano since 1987. When the
piece ended, her mother returned to the chair and looked at the wall.
The staff had stopped moving.",affective,B-amazement-d4-v2
B-amazement-d4-v3,amazement,peak,4,Caregiving responsibility (dependent in your charge),N-amazement-d4-c3,99,"The foster child had been with them for eleven weeks. She was eight.
She did not speak about school. Her backpack came home zipped and she
took it to her room. On conference night, the teacher handed him a
folder. Inside were thirty-one pages of math — not third-grade math.
The problems were from a ninth-grade textbook the teacher had left on
her desk. The girl had been taking the book during lunch, copying
problems, and solving them in the margins of her notebook. She had
gotten every one right. She was eight and she had taught herself
algebra in a room by herself during lunch for eleven weeks.",affective,B-amazement-d4-v3
B-amazement-d5-v4,amazement,peak,5,Inheritance/legacy (intergenerational discovery),N-amazement-d5-c4,105,"The family had always known the grandfather planted trees. It was what
he did on Saturdays. After he was gone, the county surveyor came to
assess the property. The surveyor walked the land for three hours and
came back to the house with a map. The trees were not random. Seen
from above, the plantings formed a pattern — rows of oak, clusters of
maple, single pines at intervals — that followed the contour lines of
the watershed. The root systems were holding the soil on seventeen
acres of hillside that would have eroded into the river decades ago.
He had planted four hundred and twelve trees over thirty-one years,
and every one was in the right place.",affective,B-amazement-d5-v4
B-amazement-d6-v1,amazement,peak,6,Public witness (stranger encounter in shared space),N-amazement-d6-c1,100,"The subway car was full. A man in a maintenance uniform was sitting in
the corner seat with a piece of paper and a pencil. She glanced over
because the pencil was moving without stopping. He was drawing the
passengers. Not sketches — full renderings. The woman across from him
was on the page with the folds of her coat exact, the angle of her
head exact, the reflection in the window behind her included. He had
drawn nine passengers on a single sheet. Each figure was
anatomically precise and positioned in correct perspective relative
to the others. The train reached his stop. He folded the paper, put
it in his pocket, and left.",affective,B-amazement-d6-v1
B-amazement-d6-v2,amazement,peak,6,Public witness (stranger encounter in shared space),N-amazement-d6-c2,104,"The accident had stopped traffic on the bridge. A delivery truck had
gone through the guardrail and was hanging over the edge, held by the
rear axle. The driver was visible through the windshield. A woman
walked out of the line of stopped cars. She was carrying a length of
tow strap from her trunk. She crawled under the truck's chassis and
secured the strap to the frame and the guardrail post in a
configuration that distributed the load across three anchor points.
The truck did not move further. She crawled back out, returned to her
car, and sat down. She had been on the bridge for four minutes. The
knots she had tied were used in structural rigging.",affective,B-amazement-d6-v2
B-amazement-d6-v4,amazement,peak,6,Public witness (stranger encounter in shared space),N-amazement-d6-c4,103,"The street performer had a table and three cups. The crowd expected a
shell game. He placed a coin under the center cup. Then he placed
the cups on the table and did not touch them. He asked a woman to
point to the cup with the coin. She pointed. He lifted it. Empty. He
lifted the other two. Empty. He turned all three cups over. No coin.
He reached behind the woman's ear. No coin. He reached into his own
pocket and turned it inside out. No coin. Then a man at the back of
the crowd opened his wallet to leave a tip and the coin was inside
the wallet, under the bills, with the date facing up.",affective,B-amazement-d6-v4
B-admiration-d4-v1,admiration,peak,4,Caregiving responsibility (dependent in your charge),N-admiration-d4-c1,104,"The aide had been with his father for three years. She arrived at seven
each morning. He installed a camera when the diagnosis changed, not
because he doubted her but because the agency required it. He watched
the footage once, on a Sunday. She talked to his father the entire
time. Not about tasks. She told him about her drive to work, about the
birds at the feeder, about a recipe she was trying. His father had not
responded to speech in eleven months. She talked to him anyway. Every
morning. The footage showed her adjusting his collar before anyone
arrived, smoothing the fabric flat, the way you would for someone who
could still see themselves in the mirror.",affective,B-admiration-d4-v1
B-admiration-d5-v1,admiration,peak,5,Inheritance/legacy (intergenerational discovery),N-admiration-d5-c1,105,"After her grandfather's funeral, they found the ledger in the back of
the closet. It covered thirty-eight years. Every month, a line item:
a name, an amount, and a note. ""Tuition — Garcia boy, fall semester.""
""Rent — Mrs. Okafor, January."" ""Coat — Pham family, three children.""
The names filled six notebooks. He had been a custodian at a high
school. His salary was in the public record. She looked at the numbers.
He had given away more than half of it, every month, for thirty-eight
years. He had never spoken of it. No one in the family had known. The
last entry was dated nine days before his death. The handwriting was
the same as the first.",affective,B-admiration-d5-v1
